...1.x,Book,Movie,wikiMovieTitle,wikiMovieYear,wikiMovieMatch,tconst,primaryTitle,originalTitle,isAdult,startYear,runtimeMinutes,genres,averageRating,numVotes,movie_title,wikiBookTitle,wikiBookAuthor,wikiBookMatch,goodreadsentrytitle,goodreadsentryauthor,goodreads_rating,goodreads_numratings,...1.y,x,release_date,movie,production_budget,domestic_gross,worldwide_gross,source_offset,movie_match
3258,"A Time to Kill (1989), John Grisham",A Time to Kill (1996),A Time to Kill,1996,"A Time to Kill,1996",tt0117913,A Time to Kill,A Time to Kill,0,1996,149,"Crime,Drama,Thriller",7.5,194465,A Time to Kill,A Time to Kill,John Grisham,"A Time to Kill,John Grisham",A Time to Kill,"[""John Grisham""]",4.11,804202,1677,1677,"Jul 24, 1996",A Time to Kill,40000000,108766007,"$152,266,007",1601,"A Time to Kill,1996"
3260,"Timeline (1999), Michael Crichton",Timeline (2003),Timeline,2003,"Timeline,2003",tt0300556,Timeline,Timeline,0,2003,116,"Action,Adventure,Sci-Fi",5.6,68564,Timeline,Timeline,Michael Crichton,"Timeline,Michael Crichton",Timeline,"[""Michael Crichton""]",3.87,207753,774,774,"Nov 26, 2003",Timeline,80000000,19480739,"$26,703,184",701,"Timeline,2003"
3279,"Topaz (1967), Leon Uris",Topaz (1969),Topaz,1969,"Topaz,1969",tt0065112,Topaz,Topaz,0,1969,143,"Drama,Thriller",6.2,20671,Topaz,Topaz,Leon Uris,"Topaz,Leon Uris",Topaz,"[""Leon Uris""]",3.86,5495,5280,5280,"Dec 19, 1969",Topaz,4000000,6000000,"$6,000,000",5201,"Topaz,1969"
3284,"Trainspotting (1993), Irvine Welsh",Trainspotting (1996),Trainspotting,1996,"Trainspotting,1996",tt0117951,Trainspotting,Trainspotting,0,1996,93,"Crime,Drama",8.1,758292,Trainspotting,Trainspotting,Irvine Welsh,"Trainspotting,Irvine Welsh",Trainspotting,"[""Irvine Welsh""]",4.1,168229,5455,5455,"May 16, 1996",Trainspotting,3100000,16501785,"$71,548,935",5401,"Trainspotting,1996"
3284,"Trainspotting (1993), Irvine Welsh",Trainspotting (1996),Trainspotting,1996,"Trainspotting,1996",tt0117951,Trainspotting,Trainspotting,0,1996,93,"Crime,Drama",8.1,758292,Trainspotting,Trainspotting,Irvine Welsh,"Trainspotting,Irvine Welsh",Trainspotting,"[""Irvine Welsh""]",4.1,166187,5455,5455,"May 16, 1996",Trainspotting,3100000,16501785,"$71,548,935",5401,"Trainspotting,1996"
3308,"Treasure Island (1883), Robert Louis Stevenson",Treasure Planet (2002),Treasure Planet,2002,"Treasure Planet,2002",tt0133240,Treasure Planet,Treasure Planet,0,2002,95,"Adventure,Animation,Family",7.2,144246,Treasure Planet,Treasure Island,Robert Louis Stevenson,"Treasure Island,Robert Louis Stevenson",Treasure Island,"[""Robert Louis Stevenson""]",3.84,495372,528,528,"Nov 27, 2002",Treasure Planet,100000000,38120554,"$91,800,000",501,"Treasure Planet,2002"
3308,"Treasure Island (1883), Robert Louis Stevenson",Treasure Planet (2002),Treasure Planet,2002,"Treasure Planet,2002",tt0133240,Treasure Planet,Treasure Planet,0,2002,95,"Adventure,Animation,Family",7.2,144246,Treasure Planet,Treasure Island,Robert Louis Stevenson,"Treasure Island,Robert Louis Stevenson",Treasure Island,"[""Robert Louis Stevenson""]",3.84,495372,528,528,"Nov 27, 2002",Treasure Planet,100000000,38120554,"$91,800,000",501,"Treasure Planet,2002"
3308,"Treasure Island (1883), Robert Louis Stevenson",Treasure Planet (2002),Treasure Planet,2002,"Treasure Planet,2002",tt0133240,Treasure Planet,Treasure Planet,0,2002,95,"Adventure,Animation,Family",7.2,144246,Treasure Planet,Treasure Island,Robert Louis Stevenson,"Treasure Island,Robert Louis Stevenson",Treasure Island,"[""Robert Louis Stevenson""]",3.84,495372,528,528,"Nov 27, 2002",Treasure Planet,100000000,38120554,"$91,800,000",501,"Treasure Planet,2002"
3308,"Treasure Island (1883), Robert Louis Stevenson",Treasure Planet (2002),Treasure Planet,2002,"Treasure Planet,2002",tt0133240,Treasure Planet,Treasure Planet,0,2002,95,"Adventure,Animation,Family",7.2,144246,Treasure Planet,Treasure Island,Robert Louis Stevenson,"Treasure Island,Robert Louis Stevenson",Treasure Island,"[""Robert Louis Stevenson""]",3.84,495372,528,528,"Nov 27, 2002",Treasure Planet,100000000,38120554,"$91,800,000",501,"Treasure Planet,2002"
3318,"The Trouble with Harry (1950), Jack Trevor Story",The Trouble with Harry (1955),The Trouble with Harry,1955,"The Trouble with Harry,1955",tt0048750,The Trouble with Harry,The Trouble with Harry,0,1955,99,"Comedy,Mystery",7,43445,The Trouble with Harry,The Trouble with Harry,Jack Trevor Story,"The Trouble with Harry,Jack Trevor Story",The Trouble with Harry,"[""Jack Trevor Story""]",3.64,404,6032,6032,"Oct 3, 1955",The Trouble with Harry,1200000,7000000,"$7,000,000",6001,"The Trouble with Harry,1955"
3322,"True Grit (1968), Charles Portis",True Grit (2010),True Grit,2010,"True Grit,2010",tt1403865,True Grit,True Grit,0,2010,110,"Drama,Western",7.6,370851,True Grit,True Grit,Charles Portis,"True Grit,Charles Portis",True Grit,"[""Charles Portis""]",4.16,60543,1955,1955,"Dec 22, 2010",True Grit,35000000,171243005,"$252,276,928",1901,"True Grit,2010"
3371,"Vampire$ (1990), John Steakley",Vampires (1998),Vampires,1998,"Vampires,1998",tt0120877,Vampires,Vampires,0,1998,108,"Action,Horror,Thriller",6.1,67294,Vampires,Vampire$,John Steakley,"Vampire$,John Steakley",Vampire$,"[""John Steakley""]",3.73,3404,3041,3041,"Oct 30, 1998",Vampires,20000000,20268825,"$20,268,825",3001,"Vampires,1998"
3383,"Vanity Fair (1847–1848), William Makepeace Thackeray",Vanity Fair (2004),Vanity Fair,2004,"Vanity Fair,2004",tt0241025,Vanity Fair,Vanity Fair,0,2004,141,Drama,6.2,24004,Vanity Fair,Vanity Fair,William Makepeace Thackeray,"Vanity Fair,William Makepeace Thackeray",Vanity Fair,"[""William Makepeace Thackeray""]",3.8,128699,2807,2807,"Sep 1, 2004",Vanity Fair,23000000,16123851,"$19,123,851",2801,"Vanity Fair,2004"
3391,"A Very Private Gentleman (1990), Martin Booth",The American (2010),The American,2010,"The American,2010",tt1440728,The American,The American,0,2010,105,"Crime,Drama,Thriller",6.3,105619,The American,A Very Private Gentleman,Martin Booth,"A Very Private Gentleman,Martin Booth",A Very Private Gentleman,"[""Martin Booth""]",3.68,1869,2994,2994,"Sep 1, 2010",The American,20000000,35606376,"$67,950,723",2901,"The American,2010"
3426,"A Walk to Remember (1999), Nicholas Sparks",A Walk to Remember (2002),A Walk to Remember,2002,"A Walk to Remember,2002",tt0281358,A Walk to Remember,A Walk to Remember,0,2002,101,"Drama,Romance",7.3,228783,A Walk to Remember,A Walk to Remember,Nicholas Sparks,"A Walk to Remember,Nicholas Sparks",A Walk to Remember,"[""Nicholas Sparks""]",4.2,809386,4054,4054,"Jan 25, 2002",A Walk to Remember,11000000,41227069,"$46,060,861",4001,"A Walk to Remember,2002"
3434,"War and Peace (1869), Leo Tolstoy",War and Peace (1956),War and Peace,1956,"War and Peace,1956",tt0049934,War and Peace,War and Peace,0,1956,208,"Drama,Romance,War",6.7,11435,War and Peace,War and Peace,Leo Tolstoy,"War and Peace,Leo Tolstoy",War and Peace,"[""Leo Tolstoy""]",4.16,331770,4846,4846,"Aug 21, 1956",War and Peace,6000000,12500000,"$12,526,254",4801,"War and Peace,1956"
3434,"War and Peace (1869), Leo Tolstoy",War and Peace (1956),War and Peace,1956,"War and Peace,1956",tt0049934,War and Peace,War and Peace,0,1956,208,"Drama,Romance,War",6.7,11435,War and Peace,War and Peace,Leo Tolstoy,"War and Peace,Leo Tolstoy",War and Peace,"[""Leo Tolstoy""]",4.16,331770,4846,4846,"Aug 21, 1956",War and Peace,6000000,12500000,"$12,526,254",4801,"War and Peace,1956"
3454,"Water for Elephants (2006), Sara Gruen",Water for Elephants (2011),Water for Elephants,2011,"Water for Elephants,2011",tt1067583,Water for Elephants,Water for Elephants,0,2011,120,"Drama,Romance",6.9,123111,Water for Elephants,Water for Elephants,Sara Gruen,"Water for Elephants,Sara Gruen",Water for Elephants,"[""Sara Gruen""]",4.11,1625798,1881,1881,"Apr 22, 2011",Water for Elephants,38000000,58709717,"$116,809,717",1801,"Water for Elephants,2011"
3471,"What Dreams May Come (1978), Richard Matheson",What Dreams May Come (1998),What Dreams May Come,1998,"What Dreams May Come,1998",tt0120889,What Dreams May Come,What Dreams May Come,0,1998,113,"Drama,Fantasy,Romance",7,118798,What Dreams May Come,What Dreams May Come,Richard Matheson,"What Dreams May Come,Richard Matheson",What Dreams May Come,"[""Richard Matheson""]",3.95,13921,753,753,"Oct 2, 1998",What Dreams May Come,80000000,55485043,"$71,485,043",701,"What Dreams May Come,1998"
3562,"The Witches (1983), Roald Dahl",The Witches (2020),The Witches,2020,"The Witches,2020",tt0805647,The Witches,The Witches,0,2020,106,"Adventure,Comedy,Family",5.4,49926,The Witches,The Witches,Roald Dahl,"The Witches,Roald Dahl",The Witches,"[""Roald Dahl""]",4.18,399607,544,544,"Oct 22, 2020",The Witches,100000000,0,"$29,100,000",501,"The Witches,2020"
3591,"Wonder Boys (1995), Michael Chabon",Wonder Boys (2000),Wonder Boys,2000,"Wonder Boys,2000",tt0185014,Wonder Boys,Wonder Boys,0,2000,107,"Comedy,Drama",7.2,68366,Wonder Boys,Wonder Boys,Michael Chabon,"Wonder Boys,Michael Chabon",Wonder Boys,"[""Michael Chabon""]",3.93,36113,2044,2044,"Feb 23, 2000",Wonder Boys,35000000,19389454,"$33,422,485",2001,"Wonder Boys,2000"
3598,"The Wonderful Wizard of Oz (1900), L. Frank Baum",The Wizard of Oz (1939),The Wizard of Oz,1939,"The Wizard of Oz,1939",tt0032138,The Wizard of Oz,The Wizard of Oz,0,1939,102,"Adventure,Family,Fantasy",8.1,457523,The Wizard of Oz,The Wonderful Wizard of Oz,L. Frank Baum,"The Wonderful Wizard of Oz,L. Frank Baum",The Wonderful Wizard of Oz,"[""L. Frank Baum""]",4,457276,5606,5606,"Aug 25, 1939",The Wizard of Oz,2777000,35572006,"$35,883,231",5601,"The Wizard of Oz,1939"
3598,"The Wonderful Wizard of Oz (1900), L. Frank Baum",The Wizard of Oz (1939),The Wizard of Oz,1939,"The Wizard of Oz,1939",tt0032138,The Wizard of Oz,The Wizard of Oz,0,1939,102,"Adventure,Family,Fantasy",8.1,457523,The Wizard of Oz,The Wonderful Wizard of Oz,L. Frank Baum,"The Wonderful Wizard of Oz,L. Frank Baum",The Wonderful Wizard of Oz,"[""L. Frank Baum""]",4,457276,5606,5606,"Aug 25, 1939",The Wizard of Oz,2777000,35572006,"$35,883,231",5601,"The Wizard of Oz,1939"
3604,"The Wonderful Wizard of Oz (1900), L. Frank Baum",The Wiz (1978),The Wiz,1978,"The Wiz,1978",tt0078504,The Wiz,The Wiz,0,1978,134,"Adventure,Family,Fantasy",5.6,18830,The Wiz,The Wonderful Wizard of Oz,L. Frank Baum,"The Wonderful Wizard of Oz,L. Frank Baum",The Wonderful Wizard of Oz,"[""L. Frank Baum""]",4,457276,2770,2770,"Oct 24, 1978",The Wiz,24000000,22000000,"$22,000,000",2701,"The Wiz,1978"
3604,"The Wonderful Wizard of Oz (1900), L. Frank Baum",The Wiz (1978),The Wiz,1978,"The Wiz,1978",tt0078504,The Wiz,The Wiz,0,1978,134,"Adventure,Family,Fantasy",5.6,18830,The Wiz,The Wonderful Wizard of Oz,L. Frank Baum,"The Wonderful Wizard of Oz,L. Frank Baum",The Wonderful Wizard of Oz,"[""L. Frank Baum""]",4,457276,2770,2770,"Oct 24, 1978",The Wiz,24000000,22000000,"$22,000,000",2701,"The Wiz,1978"
3611,"The Wonderful Wizard of Oz (1900), L. Frank Baum",Oz the Great and Powerful (2013),Oz the Great and Powerful,2013,"Oz the Great and Powerful,2013",tt1623205,Oz the Great and Powerful,Oz the Great and Powerful,0,2013,130,"Adventure,Family,Fantasy",6.3,219579,Oz the Great and Powerful,The Wonderful Wizard of Oz,L. Frank Baum,"The Wonderful Wizard of Oz,L. Frank Baum",The Wonderful Wizard of Oz,"[""L. Frank Baum""]",4,457276,82,82,"Mar 8, 2013",Oz the Great and Powerful,200000000,234770996,"$490,359,051",1,"Oz the Great and Powerful,2013"
3611,"The Wonderful Wizard of Oz (1900), L. Frank Baum",Oz the Great and Powerful (2013),Oz the Great and Powerful,2013,"Oz the Great and Powerful,2013",tt1623205,Oz the Great and Powerful,Oz the Great and Powerful,0,2013,130,"Adventure,Family,Fantasy",6.3,219579,Oz the Great and Powerful,The Wonderful Wizard of Oz,L. Frank Baum,"The Wonderful Wizard of Oz,L. Frank Baum",The Wonderful Wizard of Oz,"[""L. Frank Baum""]",4,457276,82,82,"Mar 8, 2013",Oz the Great and Powerful,200000000,234770996,"$490,359,051",1,"Oz the Great and Powerful,2013"
3621,"A Wrinkle in Time (1962), Madeleine L'Engle",A Wrinkle in Time (2018),A Wrinkle in Time,2018,"A Wrinkle in Time,2018",tt1620680,A Wrinkle in Time,A Wrinkle in Time,0,2018,109,"Adventure,Drama,Family",4.3,49278,A Wrinkle in Time,A Wrinkle in Time,Madeleine L'Engle,"A Wrinkle in Time,Madeleine L'Engle",A Wrinkle in Time,"[""Madeleine L'Engle""]",3.98,1211421,474,474,"Mar 9, 2018",A Wrinkle in Time,103000000,100478608,"$133,214,549",401,"A Wrinkle in Time,2018"
3637,"You Only Live Twice (1964), Ian Fleming",You Only Live Twice (1967),You Only Live Twice,1967,"You Only Live Twice,1967",tt0062512,You Only Live Twice,You Only Live Twice,0,1967,117,"Action,Adventure,Thriller",6.8,123653,You Only Live Twice,You Only Live Twice,Ian Fleming,"You Only Live Twice,Ian Fleming",You Only Live Twice,"[""Ian Fleming""]",3.75,14930,4385,4385,"Jun 13, 1967",You Only Live Twice,9500000,43100000,"$111,600,000",4301,"You Only Live Twice,1967"
