movie_match,...1.x,Book,Movie,wikiMovieTitle,wikiMovieYear,wikiMovieMatch,tconst,primaryTitle,originalTitle,isAdult,startYear,runtimeMinutes,genres,genre_1,genre_2,genre_3,averageRating,numVotes,movie_title,wikiBookTitle,wikiBookAuthor,wikiBookMatch,goodreadsentrytitle,goodreadsentryauthor,goodreads_rating,goodreads_numratings,wmrank,Worldwide Lifetime Gross,Domestic Lifetime Gross,Domestic %,Foreign Lifetime Gross,Foreign %,Year,...1.y,x,release_date,movie,production_budget,domestic_gross,worldwide_gross,source_offset,book_year_str,book_year,book_movie_years,ROI
"The Adventures of Huck Finn,1993",35,"Adventures of Huckleberry Finn (1884), Mark Twain",The Adventures of Huck Finn (1993),The Adventures of Huck Finn,1993,"The Adventures of Huck Finn,1993",tt0106223,The Adventures of Huck Finn,The Adventures of Huck Finn,0,1993,108,"Adventure,Comedy,Drama",Adventure,Comedy,Drama,6.2,9693,The Adventures of Huck Finn,Adventures of Huckleberry Finn,Mark Twain,"Adventures of Huckleberry Finn,Mark Twain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4778,4778,"Apr 2, 1993",The Adventures of Huck Finn,6500000,24103594,24103594,4701,1884,1884,109,2.7082452307692306
"The Adventures of Pinocchio,1996",51,"The Adventures of Pinocchio (Italian: Le avventure di Pinocchio. Storia di un burattino) (1883), Carlo Collodi",The Adventures of Pinocchio (1996),The Adventures of Pinocchio,1996,"The Adventures of Pinocchio,1996",tt0115472,The Adventures of Pinocchio,The Adventures of Pinocchio,0,1996,96,"Adventure,Drama,Family",Adventure,Drama,Family,5.2,6566,The Adventures of Pinocchio,The Adventures of Pinocchio,Carlo Collodi,"The Adventures of Pinocchio,Carlo Collodi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2670,2670,"Jul 26, 1996",The Adventures of Pinocchio,25000000,15382170,36682170,2601,1883,1883,113,0.4672868
"The Age of Innocence,1993",101,"The Age of Innocence (1921), Edith Wharton",The Age of Innocence (1993),The Age of Innocence,1993,"The Age of Innocence,1993",tt0106226,The Age of Innocence,The Age of Innocence,0,1993,139,"Drama,Romance",Drama,Romance,NA,7.2,72640,The Age of Innocence,The Age of Innocence,Edith Wharton,"The Age of Innocence,Edith Wharton",The Age of Innocence,"[""Edith Wharton""]",3.97,176710,NA,NA,NA,NA,NA,NA,NA,2099,2099,"Sep 17, 1993",The Age of Innocence,34000000,32014993,32021688,2001,1921,1921,72,-0.05818564705882353
"The American,2010",3391,"A Very Private Gentleman (1990), Martin Booth",The American (2010),The American,2010,"The American,2010",tt1440728,The American,The American,0,2010,105,"Crime,Drama,Thriller",Crime,Drama,Thriller,6.3,105619,The American,A Very Private Gentleman,Martin Booth,"A Very Private Gentleman,Martin Booth",A Very Private Gentleman,"[""Martin Booth""]",3.68,1869,NA,NA,NA,NA,NA,NA,NA,2994,2994,"Sep 1, 2010",The American,20000000,35606376,67950723,2901,1990,1990,20,2.39753615
"The Amityville Horror,2005",151,"The Amityville Horror (1977), Jay Anson",The Amityville Horror (2005),The Amityville Horror,2005,"The Amityville Horror,2005",tt0384806,The Amityville Horror,The Amityville Horror,0,2005,90,Horror,Horror,NA,NA,5.9,121449,The Amityville Horror,The Amityville Horror,Jay Anson,"The Amityville Horror,Jay Anson",The Amityville Horror,"[""Jay Anson""]",3.83,131270,NA,NA,NA,NA,NA,NA,NA,3226,3226,"Apr 15, 2005",The Amityville Horror,18500000,65233369,109175673,3201,1977,1977,28,4.90138772972973
"The Andromeda Strain,1971",168,"The Andromeda Strain (1969), Michael Crichton",The Andromeda Strain (1971),The Andromeda Strain,1971,"The Andromeda Strain,1971",tt0066769,The Andromeda Strain,The Andromeda Strain,0,1971,131,"Mystery,Sci-Fi,Thriller",Mystery,Sci-Fi,Thriller,7.2,43008,The Andromeda Strain,The Andromeda Strain,Michael Crichton,"The Andromeda Strain,Michael Crichton",The Andromeda Strain,"[""Michael Crichton""]",3.91,257411,NA,NA,NA,NA,NA,NA,NA,4782,4782,"Jan 1, 1971",The Andromeda Strain,6500000,12376563,12376647,4701,1969,1969,2,0.9040995384615385
"The BFG,2016",362,"The BFG (1982), Roald Dahl",The BFG (2016),The BFG,2016,"The BFG,2016",tt3691740,The BFG,The BFG,0,2016,117,"Adventure,Family,Fantasy",Adventure,Family,Fantasy,6.3,97818,The BFG,The BFG,Roald Dahl,"The BFG,Roald Dahl",The BFG,"[""Roald Dahl""]",4.23,487178,988,"$195,243,411","$55,483,770",28.4%,"$139,759,641",71.6%,2016,309,309,"Jun 30, 2016",The BFG,140000000,55483770,199646680,301,1982,1982,34,0.4260477142857143
"The Beach,2000",299,"The Beach (1996), Alex Garland",The Beach (2000),The Beach,2000,"The Beach,2000",tt0163978,The Beach,The Beach,0,2000,119,"Adventure,Drama,Romance",Adventure,Drama,Romance,6.6,264657,The Beach,The Beach,Alex Garland,"The Beach,Alex Garland",The Beach,"[""Alex Garland""]",3.97,88401,NA,NA,NA,NA,NA,NA,NA,1401,1401,"Feb 11, 2000",The Beach,50000000,39778599,39778599,1401,1996,1996,4,-0.20442802
"The Beastmaster,1982",309,"The Beast Master (1959), Andre Norton",The Beastmaster (1982),The Beastmaster,1982,"The Beastmaster,1982",tt0083630,The Beastmaster,The Beastmaster,0,1982,118,"Action,Adventure,Fantasy",Action,Adventure,Fantasy,6.2,26758,The Beastmaster,The Beast Master,Andre Norton,"The Beast Master,Andre Norton",The Beast Master,"[""Andre Norton""]",4,2260,NA,NA,NA,NA,NA,NA,NA,5049,5049,"Aug 20, 1982",The Beastmaster,5000000,10751126,10751126,5001,1959,1959,23,1.1502252
"The Best Years of Our Lives,1946",1404,"Glory for Me (1945), MacKinlay Kantor",The Best Years of Our Lives (1946),The Best Years of Our Lives,1946,"The Best Years of Our Lives,1946",tt0036868,The Best Years of Our Lives,The Best Years of Our Lives,0,1946,170,"Drama,Romance,War",Drama,Romance,War,8.1,75989,The Best Years of Our Lives,Glory for Me,MacKinlay Kantor,"Glory for Me,MacKinlay Kantor",Glory for Me,"[""MacKinlay Kantor""]",4.22,NA,NA,NA,NA,NA,NA,NA,NA,5713,5713,"Nov 21, 1946",The Best Years of Our Lives,2100000,23600000,23600000,5701,1945,1945,1,10.238095238095237
"The Big Bounce,2004",367,"The Big Bounce (written 1966, published 1969), Elmore Leonard",The Big Bounce (2004),The Big Bounce,2004,"The Big Bounce,2004",tt0315824,The Big Bounce,The Big Bounce,0,2004,88,"Comedy,Crime",Comedy,Crime,NA,4.9,19181,The Big Bounce,The Big Bounce,Elmore Leonard,"The Big Bounce,Elmore Leonard",The Big Bounce,"[""Elmore Leonard""]",3.4,2505,NA,NA,NA,NA,NA,NA,NA,1459,1459,"Jan 30, 2004",The Big Bounce,50000000,6471394,6626115,1401,1966,1966,38,-0.8674777
"The Birth of a Nation,1915",640,"The Clansman: A Historical Romance of the Ku Klux Klan (1905), Thomas Dixon, Jr.",The Birth of a Nation (1915),The Birth of a Nation,1915,"The Birth of a Nation,1915",tt0004972,The Birth of a Nation,The Birth of a Nation,0,1915,195,"Drama,War",Drama,War,NA,6.1,27831,The Birth of a Nation,The Clansman: A Historical Romance of the Ku Klux Klan,"Thomas Dixon, Jr.","The Clansman: A Historical Romance of the Ku Klux Klan,Thomas Dixon, Jr.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6610,6610,"Feb 8, 1915",The Birth of a Nation,110000,10000000,11000000,6601,1905,1905,10,99
"The Black Dahlia,2006",406,"The Black Dahlia (1987), James Ellroy",The Black Dahlia (2006),The Black Dahlia,2006,"The Black Dahlia,2006",tt0387877,The Black Dahlia,The Black Dahlia,0,2006,121,"Crime,Drama,Mystery",Crime,Drama,Mystery,5.6,79086,The Black Dahlia,The Black Dahlia,James Ellroy,"The Black Dahlia,James Ellroy",The Black Dahlia,"[""James Ellroy""]",3.77,91552,NA,NA,NA,NA,NA,NA,NA,1159,1159,"Sep 15, 2006",The Black Dahlia,60000000,22672813,49238525,1101,1987,1987,19,-0.17935791666666667
"The Black Hole,1979",3330,"Twenty Thousand Leagues Under the Seas (French: Vingt mille lieues sous les mers) (1870), Jules Verne",The Black Hole (1979),The Black Hole,1979,"The Black Hole,1979",tt0078869,The Black Hole,The Black Hole,0,1979,98,"Action,Sci-Fi",Action,Sci-Fi,NA,5.9,29696,The Black Hole,Twenty Thousand Leagues Under the Seas,Jules Verne,"Twenty Thousand Leagues Under the Seas,Jules Verne",NA,NA,3.89,255762,NA,NA,NA,NA,NA,NA,NA,2993,2993,"Dec 21, 1979",The Black Hole,20000000,35841901,35841901,2901,1870,1870,109,0.79209505
"The Black Stallion,1979",411,"The Black Stallion (1941–1989) (series)[N 10], Walter Farley",The Black Stallion (1979),The Black Stallion,1979,"The Black Stallion,1979",tt0078872,The Black Stallion,The Black Stallion,0,1979,118,"Adventure,Family,Sport",Adventure,Family,Sport,7.4,14997,The Black Stallion,The Black Stallion,"The Black Stallion (1941–1989) (series)[N 10], Walter Farley","The Black Stallion,The Black Stallion (1941–1989) (series)[N 10], Walter Farley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5609,5609,"Oct 17, 1979",The Black Stallion,2700000,37799643,37799643,5601,1941,1941,38,12.999867777777778
"The Blue Lagoon,1980",443,"The Blue Lagoon (1908), Henry De Vere Stacpoole",The Blue Lagoon (1980),The Blue Lagoon,1980,"The Blue Lagoon,1980",tt0080453,The Blue Lagoon,The Blue Lagoon,0,1980,104,"Adventure,Drama,Romance",Adventure,Drama,Romance,5.8,81683,The Blue Lagoon,The Blue Lagoon,Henry De Vere Stacpoole,"The Blue Lagoon,Henry De Vere Stacpoole",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5186,5186,"Jun 20, 1980",The Blue Lagoon,4500000,47923795,47923795,5101,1908,1908,72,9.649732222222223
"The Bourne Identity,2002",474,"Bourne (1980–2012) (series)[N 11], Robert Ludlum and Eric Van Lustbader",The Bourne Identity (2002),The Bourne Identity,2002,"The Bourne Identity,2002",tt0258463,The Bourne Identity,The Bourne Identity,0,2002,119,"Action,Mystery,Thriller",Action,Mystery,Thriller,7.8,602257,The Bourne Identity,Bourne,"Bourne (1980–2012) (series)[N 11], Robert Ludlum and Eric Van Lustbader","Bourne,Bourne (1980–2012) (series)[N 11], Robert Ludlum and Eric Van Lustbader",NA,NA,NA,NA,882,"$214,034,224","$121,661,683",56.8%,"$92,372,541",43.2%,2002,1068,1068,"Jun 14, 2002",The Bourne Identity,60000000,121468960,214357371,1001,1980,1980,22,2.57262285
"The Bourne Legacy,2012",477,"Bourne (1980–2012) (series)[N 11], Robert Ludlum and Eric Van Lustbader",The Bourne Legacy (2012),The Bourne Legacy,2012,"The Bourne Legacy,2012",tt1194173,The Bourne Legacy,The Bourne Legacy,0,2012,135,"Action,Adventure,Thriller",Action,Adventure,Thriller,6.6,324471,The Bourne Legacy,Bourne,"Bourne (1980–2012) (series)[N 11], Robert Ludlum and Eric Van Lustbader","Bourne,Bourne (1980–2012) (series)[N 11], Robert Ludlum and Eric Van Lustbader",NA,NA,NA,NA,645,"$276,144,750","$113,203,870",41%,"$162,940,880",59%,2012,374,374,"Aug 10, 2012",The Bourne Legacy,125000000,113203870,280355920,301,1980,1980,32,1.24284736
"The Bourne Supremacy,2004",475,"Bourne (1980–2012) (series)[N 11], Robert Ludlum and Eric Van Lustbader",The Bourne Supremacy (2004),The Bourne Supremacy,2004,"The Bourne Supremacy,2004",tt0372183,The Bourne Supremacy,The Bourne Supremacy,0,2004,108,"Action,Mystery,Thriller",Action,Mystery,Thriller,7.7,505139,The Bourne Supremacy,Bourne,"Bourne (1980–2012) (series)[N 11], Robert Ludlum and Eric Van Lustbader","Bourne,Bourne (1980–2012) (series)[N 11], Robert Ludlum and Eric Van Lustbader",NA,NA,NA,NA,615,"$292,542,992","$176,241,941",60.2%,"$116,301,051",39.8%,2004,653,653,"Jul 23, 2004",The Bourne Supremacy,85000000,176087450,311001124,601,1980,1980,24,2.6588367529411765
"The Bourne Ultimatum,2007",476,"Bourne (1980–2012) (series)[N 11], Robert Ludlum and Eric Van Lustbader",The Bourne Ultimatum (2007),The Bourne Ultimatum,2007,"The Bourne Ultimatum,2007",tt0440963,The Bourne Ultimatum,The Bourne Ultimatum,0,2007,115,"Action,Mystery,Thriller",Action,Mystery,Thriller,8,676282,The Bourne Ultimatum,Bourne,"Bourne (1980–2012) (series)[N 11], Robert Ludlum and Eric Van Lustbader","Bourne,Bourne (1980–2012) (series)[N 11], Robert Ludlum and Eric Van Lustbader",NA,NA,NA,NA,328,"$442,824,138","$227,471,070",51.4%,"$215,353,068",48.6%,2007,335,335,"Aug 3, 2007",The Bourne Ultimatum,130000000,227471070,444043396,301,1980,1980,27,2.415718430769231
"The Boys from Brazil,1978",481,"The Boys from Brazil (1976), Ira Levin",The Boys from Brazil (1978),The Boys from Brazil,1978,"The Boys from Brazil,1978",tt0077269,The Boys from Brazil,The Boys from Brazil,0,1978,125,"Drama,Mystery,Sci-Fi",Drama,Mystery,Sci-Fi,7,32887,The Boys from Brazil,The Boys from Brazil,Ira Levin,"The Boys from Brazil,Ira Levin",The Boys from Brazil,"[""Ira Levin""]",4.06,38784,NA,NA,NA,NA,NA,NA,NA,3952,3952,1978,The Boys from Brazil,12000000,19000000,19000000,3901,1976,1976,2,0.5833333333333334
"The Brave Little Toaster,1987",485,"The Brave Little Toaster (1986), Thomas M. Disch",The Brave Little Toaster (1987),The Brave Little Toaster,1987,"The Brave Little Toaster,1987",tt0092695,The Brave Little Toaster,The Brave Little Toaster,0,1987,90,"Adventure,Animation,Family",Adventure,Animation,Family,7.2,28930,The Brave Little Toaster,The Brave Little Toaster,Thomas M. Disch,"The Brave Little Toaster,Thomas M. Disch",The Brave Little Toaster,"[""Thomas M. Disch""]",4.04,384,NA,NA,NA,NA,NA,NA,NA,5700,5700,"Jun 19, 1987",The Brave Little Toaster,2300000,0,0,5601,1986,1986,1,-1
"The Bridge on the River Kwai,1957",501,"The Bridge over the River Kwai (French: Le Pont de la rivière Kwaï) (1952), Pierre Boulle",The Bridge on the River Kwai (1957),The Bridge on the River Kwai,1957,"The Bridge on the River Kwai,1957",tt0050212,The Bridge on the River Kwai,The Bridge on the River Kwai,0,1957,161,"Adventure,Drama,War",Adventure,Drama,War,8.1,245225,The Bridge on the River Kwai,The Bridge over the River Kwai,Pierre Boulle,"The Bridge over the River Kwai,Pierre Boulle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5464,5464,"Dec 18, 1957",The Bridge on the River Kwai,3000000,33300000,33322343,5401,1952,1952,5,10.107447666666667
"The Bridges of Madison County,1995",505,"The Bridges of Madison County (a. k. a. Love in Black and White) (1992), Robert James Waller",The Bridges of Madison County (1995),The Bridges of Madison County,1995,"The Bridges of Madison County,1995",tt0112579,The Bridges of Madison County,The Bridges of Madison County,0,1995,135,"Drama,Romance",Drama,Romance,NA,7.6,94607,The Bridges of Madison County,The Bridges of Madison County,Robert James Waller,"The Bridges of Madison County,Robert James Waller",The Bridges of Madison County,"[""Robert James Waller""]",3.69,98119,NA,NA,NA,NA,NA,NA,NA,2836,2836,"Jun 2, 1995",The Bridges of Madison County,22000000,71516617,175516617,2801,1992,1992,3,6.978028045454545
"The Call of the Wild,2020",549,"The Call of the Wild (1903), Jack London",The Call of the Wild (2020),The Call of the Wild,2020,"The Call of the Wild,2020",tt7504726,The Call of the Wild,The Call of the Wild,0,2020,100,"Adventure,Drama,Family",Adventure,Drama,Family,6.7,62365,The Call of the Wild,The Call of the Wild,Jack London,"The Call of the Wild,Jack London",The Call of the Wild,"[""Jack London""]",3.9,434756,NA,NA,NA,NA,NA,NA,NA,378,378,"Jan 3, 2020",The Call of the Wild,125000000,62342368,107351191,301,1903,1903,117,-0.141190472
"The Caveman's Valentine,2001",586,"The Caveman's Valentine (1994), George Dawes Green",The Caveman's Valentine (2001),The Caveman's Valentine,2001,"The Caveman's Valentine,2001",tt0182000,The Caveman's Valentine,The Caveman's Valentine,0,2001,105,"Crime,Drama,Music",Crime,Drama,Music,5.8,8274,The Caveman's Valentine,The Caveman's Valentine,George Dawes Green,"The Caveman's Valentine,George Dawes Green",The Caveman's Valentine,"[""George Dawes Green""]",3.76,879,NA,NA,NA,NA,NA,NA,NA,3787,3787,"Mar 2, 2001",The Caveman's Valentine,13500000,687081,892506,3701,1994,1994,7,-0.9338884444444444
"The Chronicles of Narnia: Prince Caspian,2008",626,"The Chronicles of Narnia (1950–1956) (series)[N 19], C.S. Lewis",The Chronicles of Narnia: Prince Caspian (2008),The Chronicles of Narnia: Prince Caspian,2008,"The Chronicles of Narnia: Prince Caspian,2008",tt0499448,The Chronicles of Narnia: Prince Caspian,The Chronicles of Narnia: Prince Caspian,0,2008,150,"Action,Adventure,Family",Action,Adventure,Family,6.5,235526,The Chronicles of Narnia: Prince Caspian,The Chronicles of Narnia,"The Chronicles of Narnia (1950–1956) (series)[N 19], C.S. Lewis","The Chronicles of Narnia,The Chronicles of Narnia (1950–1956) (series)[N 19], C.S. Lewis",NA,NA,NA,NA,352,"$419,665,568","$141,621,490",33.8%,"$278,044,078",66.2%,2008,47,47,"May 16, 2008",The Chronicles of Narnia: Prince Caspian,225000000,141621490,417341288,1,1950,1950,58,0.8548501688888889
"The Claim,2000",2176,"The Mayor of Casterbridge (1886), Thomas Hardy",The Claim (2000),The Claim,2000,"The Claim,2000",tt0218378,The Claim,The Claim,0,2000,120,"Drama,Romance,Western",Drama,Romance,Western,6.3,7037,The Claim,The Mayor of Casterbridge,Thomas Hardy,"The Mayor of Casterbridge,Thomas Hardy",The Mayor of Casterbridge,"[""Thomas Hardy""]",3.86,62838,NA,NA,NA,NA,NA,NA,NA,3862,3862,"Dec 29, 2000",The Claim,13000000,622023,1375635,3801,1886,1886,114,-0.8941819230769231
"The Clan of the Cave Bear,1986",639,"The Clan of the Cave Bear (1980), Jean Auel",The Clan of the Cave Bear (1986),The Clan of the Cave Bear,1986,"The Clan of the Cave Bear,1986",tt0090848,The Clan of the Cave Bear,The Clan of the Cave Bear,0,1986,98,"Adventure,Drama,Fantasy",Adventure,Drama,Fantasy,5.4,7333,The Clan of the Cave Bear,The Clan of the Cave Bear,Jean Auel,"The Clan of the Cave Bear,Jean Auel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3668,3668,"Jan 17, 1986",The Clan of the Cave Bear,15000000,1953732,1953732,3601,1980,1980,6,-0.8697512
"The Client,1994",645,"The Client (1993), John Grisham",The Client (1994),The Client,1994,"The Client,1994",tt0109446,The Client,The Client,0,1994,119,"Crime,Drama,Mystery",Crime,Drama,Mystery,6.7,81062,The Client,The Client,John Grisham,"The Client,John Grisham",The Client,"[""John Grisham""]",4.05,447225,NA,NA,NA,NA,NA,NA,NA,1531,1531,"Jul 20, 1994",The Client,45000000,92115211,117615211,1501,1993,1993,1,1.6136713555555555
"The Color Purple,1985",661,"The Color Purple (1982), Alice Walker",The Color Purple (1985),The Color Purple,1985,"The Color Purple,1985",tt0088939,The Color Purple,The Color Purple,0,1985,154,Drama,Drama,NA,NA,7.7,102277,The Color Purple,The Color Purple,Alice Walker,"The Color Purple,Alice Walker",The Color Purple,"[""Alice Walker""]",4.27,694072,NA,NA,NA,NA,NA,NA,NA,3517,3517,"Dec 18, 1985",The Color Purple,15000000,94029472,94029472,3501,1982,1982,3,5.268631466666666
"The Color of Money,1986",660,"The Color of Money (1984), Walter Tevis",The Color of Money (1986),The Color of Money,1986,"The Color of Money,1986",tt0090863,The Color of Money,The Color of Money,0,1986,119,"Drama,Sport",Drama,Sport,NA,7,98799,The Color of Money,The Color of Money,Walter Tevis,"The Color of Money,Walter Tevis",The Color of Money,"[""Walter Tevis""]",3.91,1530,NA,NA,NA,NA,NA,NA,NA,4143,4143,"Oct 17, 1986",The Color of Money,10000000,52293000,52293000,4101,1984,1984,2,4.2293
"The Constant Gardener,2005",689,"The Constant Gardener (2001), John le Carré",The Constant Gardener (2005),The Constant Gardener,2005,"The Constant Gardener,2005",tt0387131,The Constant Gardener,The Constant Gardener,0,2005,129,"Drama,Mystery,Romance",Drama,Mystery,Romance,7.3,154160,The Constant Gardener,The Constant Gardener,John le Carré,"The Constant Gardener,John le Carré",The Constant Gardener,"[""John le Carré""]",3.82,28667,NA,NA,NA,NA,NA,NA,NA,2548,2548,"Aug 31, 2005",The Constant Gardener,25500000,33579798,86301599,2501,2001,2001,4,2.384376431372549
"The Count of Monte Cristo,2002",716,"The Count of Monte Cristo (French: Le comte de Monte Cristo) (1844–1846), Alexandre Dumas, père",The Count of Monte Cristo (2002),The Count of Monte Cristo,2002,"The Count of Monte Cristo,2002",tt0245844,The Count of Monte Cristo,The Count of Monte Cristo,0,2002,131,"Action,Adventure,Drama",Action,Adventure,Drama,7.7,156871,The Count of Monte Cristo,The Count of Monte Cristo,"Alexandre Dumas, père","The Count of Monte Cristo,Alexandre Dumas, père",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1725,1725,"Jan 25, 2002",The Count of Monte Cristo,40000000,54228104,75389090,1701,1844,1844,158,0.88472725
"The Da Vinci Code,2006",733,"The Da Vinci Code (2003), Dan Brown",The Da Vinci Code (2006),The Da Vinci Code,2006,"The Da Vinci Code,2006",tt0382625,The Da Vinci Code,The Da Vinci Code,0,2006,149,"Mystery,Thriller",Mystery,Thriller,NA,6.6,478068,The Da Vinci Code,The Da Vinci Code,Dan Brown,"The Da Vinci Code,Dan Brown",NA,NA,NA,NA,112,"$801,349,858","$217,536,138",27.2%,"$583,813,720",72.8%,2006,363,363,"May 19, 2006",The Da Vinci Code,125000000,217536138,767820459,301,2003,2003,3,5.142563672
"The Damned United,2009",737,"The Damned Utd (2006), David Peace",The Damned United (2009),The Damned United,2009,"The Damned United,2009",tt1226271,The Damned United,The Damned United,0,2009,98,"Biography,Drama,Sport",Biography,Drama,Sport,7.5,47687,The Damned United,The Damned Utd,David Peace,"The Damned Utd,David Peace",The Damned Utd,"[""David Peace""]",4.14,8333,NA,NA,NA,NA,NA,NA,NA,4799,4799,"Oct 9, 2009",The Damned United,6400000,449865,4199874,4701,2006,2006,3,-0.3437696875
"The Dangerous Lives of Altar Boys,2002",751,"The Dangerous Lives of Altar Boys (2001), Chris Fuhrman",The Dangerous Lives of Altar Boys (2002),The Dangerous Lives of Altar Boys,2002,"The Dangerous Lives of Altar Boys,2002",tt0238924,The Dangerous Lives of Altar Boys,The Dangerous Lives of Altar Boys,0,2002,104,"Comedy,Drama",Comedy,Drama,NA,6.9,14549,The Dangerous Lives of Altar Boys,The Dangerous Lives of Altar Boys,Chris Fuhrman,"The Dangerous Lives of Altar Boys,Chris Fuhrman",The Dangerous Lives of Altar Boys,"[""Chris Fuhrman""]",3.97,1524,NA,NA,NA,NA,NA,NA,NA,3997,3997,"Jun 14, 2002",The Dangerous Lives of Altar Boys,12000000,1779284,1779284,3901,2001,2001,1,-0.8517263333333334
"The Dark Tower,2017",759,"The Dark Tower (1998–2012) (series), Stephen King",The Dark Tower (2017),The Dark Tower,2017,"The Dark Tower,2017",tt1648190,The Dark Tower,The Dark Tower,0,2017,95,"Action,Adventure,Drama",Action,Adventure,Drama,5.6,152932,The Dark Tower,The Dark Tower,Stephen King,"The Dark Tower,Stephen King",The Dark Tower,"[""Stephen King""]",4.28,174867,NA,NA,NA,NA,NA,NA,NA,978,978,"Aug 2, 2017",The Dark Tower,66000000,50701325,113461527,901,1998,1998,19,0.7191140454545455
"The Dead Zone,1983",782,"The Dead Zone (1979), Stephen King",The Dead Zone (1983),The Dead Zone,1983,"The Dead Zone,1983",tt0085407,The Dead Zone,The Dead Zone,0,1983,103,"Drama,Fantasy,Thriller",Drama,Fantasy,Thriller,7.2,82638,The Dead Zone,The Dead Zone,Stephen King,"The Dead Zone,Stephen King",The Dead Zone,"[""Stephen King""]",3.96,225240,NA,NA,NA,NA,NA,NA,NA,4201,4201,"Oct 21, 1983",The Dead Zone,10000000,20766000,20766000,4201,1979,1979,4,1.0766
"The Deep End of the Ocean,1999",802,"The Deep End of the Ocean (1996), Jacquelyn Mitchard",The Deep End of the Ocean (1999),The Deep End of the Ocean,1999,"The Deep End of the Ocean,1999",tt0120646,The Deep End of the Ocean,The Deep End of the Ocean,0,1999,106,Drama,Drama,NA,NA,6.3,22799,The Deep End of the Ocean,The Deep End of the Ocean,Jacquelyn Mitchard,"The Deep End of the Ocean,Jacquelyn Mitchard",The Deep End of the Ocean,"[""Jacquelyn Mitchard""]",3.87,120511,NA,NA,NA,NA,NA,NA,NA,1818,1818,"Mar 12, 1999",The Deep End of the Ocean,40000000,13508635,13508635,1801,1996,1996,3,-0.662284125
"The Deep End,2001",418,"The Blank Wall (1947), Elisabeth Sanxay Holding",The Deep End (2001),The Deep End,2001,"The Deep End,2001",tt0250323,The Deep End,The Deep End,0,2001,101,"Crime,Drama,Mystery",Crime,Drama,Mystery,6.5,12429,The Deep End,The Blank Wall,Elisabeth Sanxay Holding,"The Blank Wall,Elisabeth Sanxay Holding",The Blank Wall,"[""Elisabeth Sanxay Holding""]",3.82,912,NA,NA,NA,NA,NA,NA,NA,5498,5498,"Aug 8, 2001",The Deep End,3000000,8823109,9981635,5401,1947,1947,54,2.3272116666666665
"The Deep,1977",801,"The Deep (1976), Peter Benchley",The Deep (1977),The Deep,1977,"The Deep,1977",tt0075925,The Deep,The Deep,0,1977,123,"Adventure,Mystery,Thriller",Adventure,Mystery,Thriller,6.2,15005,The Deep,The Deep,Peter Benchley,"The Deep,Peter Benchley",The Deep,"[""Peter Benchley""]",3.72,11714,NA,NA,NA,NA,NA,NA,NA,4414,4414,"Jun 17, 1977",The Deep,9000000,50681884,50681884,4401,1976,1976,1,4.6313204444444445
"The Devil Wears Prada,2006",856,"The Devil Wears Prada (2003), Lauren Weisberger",The Devil Wears Prada (2006),The Devil Wears Prada,2006,"The Devil Wears Prada,2006",tt0458352,The Devil Wears Prada,The Devil Wears Prada,0,2006,109,"Comedy,Drama",Comedy,Drama,NA,7,512364,The Devil Wears Prada,The Devil Wears Prada,Lauren Weisberger,"The Devil Wears Prada,Lauren Weisberger",The Devil Wears Prada,"[""Lauren Weisberger""]",3.8,894089,529,"$326,554,910","$124,740,460",38.2%,"$201,814,450",61.8%,2006,1959,1959,"Jun 30, 2006",The Devil Wears Prada,35000000,124740460,326073155,1901,2003,2003,3,8.316375857142857
"The Eagle,2011",1071,"The Eagle of the Ninth (1954), Rosemary Sutcliff",The Eagle (2011),The Eagle,2011,"The Eagle,2011",tt1034389,The Eagle,The Eagle,0,2011,114,"Action,Adventure,Drama",Action,Adventure,Drama,6.2,76644,The Eagle,The Eagle of the Ninth,Rosemary Sutcliff,"The Eagle of the Ninth,Rosemary Sutcliff",The Eagle of the Ninth,"[""Rosemary Sutcliff""]",3.94,11146,NA,NA,NA,NA,NA,NA,NA,2654,2654,"Feb 11, 2011",The Eagle,25000000,19490041,38993548,2601,1954,1954,57,0.55974192
"The Egyptian,1954",1076,"The Egyptian (Finnish: Sinuhe egyptiläinen, Sinuhe the Egyptian) (1945), Mika Waltari",The Egyptian (1954),The Egyptian,1954,"The Egyptian,1954",tt0046949,The Egyptian,The Egyptian,0,1954,139,Drama,Drama,NA,NA,6.5,4809,The Egyptian,The Egyptian,Mika Waltari,"The Egyptian,Mika Waltari",The Egyptian,"[""Mika Waltari""]",4.21,24666,NA,NA,NA,NA,NA,NA,NA,5030,5030,"Aug 24, 1954",The Egyptian,5000000,15000000,15000000,5001,1945,1945,9,2
