"X1","X2"
"Escape to Witch Mountain (1968), Alexander Key","Return from Witch Mountain (1978)"
"Escape to Witch Mountain (1968), Alexander Key","Beyond Witch Mountain (1982)[N 1]"
"Escape to Witch Mountain (1968), Alexander Key","Escape to Witch Mountain (1995)[N 1]"
"Escape to Witch Mountain (1968), Alexander Key","Race to Witch Mountain (2009)"
"The Evening Star (1992), Larry McMurtry","The Evening Star (1996)"
"Everybody's All-American (1981), Frank Deford","Everybody's All-American (1988)"
"Everything Is Illuminated (2002), Jonathan Safran Foer","Everything Is Illuminated (2005)"
"Evil Angels (French: Lunes de fiel) (1981), Pascal Bruckner","Bitter Moon (1992)"
"Evil Come, Evil Go (1961), Whit Masterson","The Yellow Canary (1963)"
"Evil Under the Sun (1981), Agatha Christie","Evil Under the Sun (1982)"
"Except for Me and Thee (1955)[N 10], Jessamyn West","Friendly Persuasion (1975)[N 1]"
"The Executioners (1957), John D. MacDonald","Cape Fear (1962)"
"The Executioners (1957), John D. MacDonald","Cape Fear (1991)"
"Executive Suite (1952), Cameron Hawley","Executive Suite (1954)"
"Exit to Eden (1984), Anne Rice (as Anne Rampling)","Exit To Eden (1994)"
"Exit Wounds (1990), John Westermann","Exit Wounds (2001)"
"Exodus (1958), Leon Uris","Exodus (1960)"
"The Exorcist (1971), William Peter Blatty","The Exorcist (1973)"
"The Exorcist (1971), William Peter Blatty","Exorcist II: The Heretic (1977)"
"The Exorcist (1971), William Peter Blatty","The Exorcist III (1990)[N 11]"
"The Exorcist (1971), William Peter Blatty","Exorcist: The Beginning (2004)"
"The Exorcist (1971), William Peter Blatty","Dominion: Prequel to the Exorcist (2005)"
"The Exorcist (1971), William Peter Blatty","The Exorcist: Believer (2023)"
"Experiment Perilous (1943), Margaret Carpenter","Experiment Perilous (1944)"
"Extremely Loud and Incredibly Close (2005), Jonathan Safran Foer","Extremely Loud and Incredibly Close (2012)"
"The Eye of the Beholder (1980), Marc Behm","Deadly Circuit (French: Mortelle Randonnée) (1983)"
"The Eye of the Beholder (1980), Marc Behm","Eye of the Beholder (1999)"
"Eye of the Needle (1978)[N 12], Ken Follett","Eye of the Needle (1981)"
"Eye of the Needle (1978)[N 12], Ken Follett","Fanaa (2006)"
"Eyes Without a Face (French: Les yeux sans visage) (1959), Jean Redon","Eyes Without a Face (1960)"
"Fahrenheit 451 (1953), Ray Bradbury","Fahrenheit 451 (1966)"
"Fahrenheit 451 (1953), Ray Bradbury","Fahrenheit 451 (2018)"
"Fail-Safe (1962), Eugene Burdick and Harvey Wheeler","Fail Safe (1964)"
"Fail-Safe (1962), Eugene Burdick and Harvey Wheeler","Fail Safe (2000)[N 1]"
"The Fair Bride (1953), Bruce Marshall","The Angel Wore Red (1960)"
"The Fake Fusé: Satomi Hakkenden (伏 贋作・里見八犬伝, Fusé Gansaku: Satomi Hakkenden) (2010), Kazuki Sakuraba","Fusé: Memoirs of the Hunter Girl (伏 鉄砲娘の捕物帳, Fusé: Teppō Musume no Torimonochō) (2012)"
"The Fall of a Nation (1916), Thomas Dixon, Jr.","The Fall of a Nation (1916)"
"Falling Angel (1978), William Hjortsberg","Angel Heart (1987)"
"False Witness (1981), Dorothy Uhnak","False Witness (1989)"
"Family Business (1985), Vincent Patrick","Family Business (1989)"
"The Fan (1977), Bob Randall","The Fan (1981)"
"The Fan (1995), Peter Abrahams","The Fan (1996)"
"Far from the Madding Crowd (1874), Thomas Hardy","Far from the Madding Crowd (1915)"
"Far from the Madding Crowd (1874), Thomas Hardy","Far from the Madding Crowd (1967)"
"Far from the Madding Crowd (1874), Thomas Hardy","Far from the Madding Crowd (1998)[N 1]"
"Far from the Madding Crowd (1874), Thomas Hardy","Far from the Madding Crowd (2015)"
"Farewell My Concubine (1991), Lilian Lee","Farewell My Concubine (1993)"
"A Farewell to Arms (1929), Ernest Hemingway","A Farewell to Arms (1932)"
"A Farewell to Arms (1929), Ernest Hemingway","A Farewell to Arms (1957)"
"Farewell to the King (French: L'Adieu au roi) (1969), Pierre Schoendoerffer","Farewell to the King (1989)"
"Farewells (Polish: Pożegnania) (1948), Stanisław Dygat","Farewells (1958)"
"Fate Is the Hunter (1961), Ernest K. Gann","Face Is the Hunter (1964)"
"Fatelessness (Hungarian: Sorstalanság) (1975), Imre Kertész","Fateless (2005)"
"Father Malachy's Miracle (1931), Bruce Marshall","The Miracle of Father Malachia (German: Das Wunder des Malachias) (1961)"
"Father of Frankenstein (1995),[34]Christopher Bram","Gods and Monsters (1998)"
"Father of the Bride (1949), Edward Streeter","Father of the Bride (1950)"
"Father of the Bride (1949), Edward Streeter","Father's Little Dividend (1951)"
"Father of the Bride (1949), Edward Streeter","Father of the Bride (1991)"
"Father of the Bride (1949), Edward Streeter","Father of the Bride Part II (1995)"
"Father of the Bride (1949), Edward Streeter","Father of the Bride (2022)"
"Father Sky (1979), Devery Freeman","Taps (1981)"
"Fear and Loathing in Las Vegas (1971), Hunter S. Thompson","Fear and Loathing in Las Vegas (1998)"
"Fear and Trembling (French: Stupeur et tremblements) (1999), Amélie Nothomb","Fear and Trembling (French: Stupeur et Tremblements) (2003)"
"The Feather Men (1991), Sir Ranulph Fiennes","Killer Elite (2011)"
"Felidae (1989), Akif Pirinçci","Felidae (1994)"
"Femmes de personnes (1983), Christopher Frank","Femmes de personne (1984)"
"Fever Pitch (1992), Nick Hornby","Fever Pitch (1997)"
"Fever Pitch (1992), Nick Hornby","Fever Pitch (2005)"
"Fiddler's Green (1950), Ernest K. Gann","The Raging Tide (1951)"
"Fifty Shades (2011—2012) (series)[N 13], E. L. James","Fifty Shades of Grey (2015)"
"Fifty Shades (2011—2012) (series)[N 13], E. L. James","Fifty Shades Darker (2017)"
"Fifty Shades (2011—2012) (series)[N 13], E. L. James","Fifty Shades Freed (2018)"
"Fight Club (1996), Chuck Palahniuk","Fight Club (1999)"
"Fighting Caravans (1929), Zane Grey","Fighting Caravans (1931)"
"Fighting Caravans (1929), Zane Grey","Wagon Wheels (1934)"
"The Final Programme (1968), Michael Moorcock","The Final Programme (1973)"
"Fire on the Mountain (1962), Edward Abbey","Fire on the Mountain (1981)[N 1]"
"Firefox (1977), Craig Thomas","Firefox (1982)"
"Fires on the Plain (野火, Nobi) (1959), Shōhei Ōoka","Fires on the Plain (1959)"
"Fires on the Plain (野火, Nobi) (1959), Shōhei Ōoka","Fires on the Plain (2014)"
"Firestarter (1980), Stephen King","Firestarter (1984)"
"Firestarter (1980), Stephen King","Firestarter: Rekindled (2002)[N 1]"
"Firestarter (1980), Stephen King","Firestarter (2022)"
"The Firm (1991), John Grisham","The Firm (1993)"
"First Blood (1972), David Morrell","First Blood (1982)"
"First Blood (1972), David Morrell","Rambo: First Blood Part II (1985)"
"First Blood (1972), David Morrell","Rambo III (1988)"
"First Blood (1972), David Morrell","Rambo (2008)"
"First Blood (1972), David Morrell","Rambo: Last Blood (2019)"
"First Love, Last Rites (1975), Ian McEwan","Schmetterlinge (1988)"
"First Love, Last Rites (1975), Ian McEwan","First Love, Last Rites (1997)"
"First Love, Last Rites (1975), Ian McEwan","Butterflies (2005)"
"The First Men in the Moon (1901), H. G. Wells","The First Men in the Moon (1919)"
"The First Men in the Moon (1901), H. G. Wells","First Men in the Moon (1964)"
"The First Men in the Moon (1901), H. G. Wells","The First Men in the Moon (2010)[N 1]"
"The First Wives Club (1992), Olivia Goldsmith","The First Wives Club (1996)"
"The Five Fragments (1932), George Bell Dyer","Fog Over Frisco (1934)"
"The Five Fragments (1932), George Bell Dyer","Spy Ship (1942)"
"The Five People You Meet in Heaven (2003), Mitch Albom","The Five People You Meet in Heaven (2004)[N 1]"
"Five Weeks in a Balloon (French: Cinq semaines en ballon) (1863), Jules Verne","Flight of the Lost Balloon (1961)"
"Five Weeks in a Balloon (French: Cinq semaines en ballon) (1863), Jules Verne","Five Weeks in a Balloon (1962)"
"Five Weeks in a Balloon (French: Cinq semaines en ballon) (1863), Jules Verne","Viaje Fantástico en Globo (1975)"
"Five Weeks in a Balloon (French: Cinq semaines en ballon) (1863), Jules Verne","Five Weeks in a Balloon (1977)[N 1]"
"The Fixer (1966), Bernard Malamud","The Fixer (1968)"
"Flaming Youth (1921), Samuel Hopkins Adams","Flaming Youth (1923)"
"Flashpoint (1976), George LaFountaine","Flashpoint (1984)"
"Fletch (1974), Gregory Mcdonald","Fletch (1985)"
"Fletch (1974), Gregory Mcdonald","Fletch Lives (1989)"
"Fletch (1974), Gregory Mcdonald","Confess, Fletch (2022)[N 14]"
"Flight of the Intruder (1986), Stephen Coonts","Flight of the Intruder (1991)"
"The Flight of the Phoenix (1964), Elleston Trevor","The Flight of the Phoenix (1965)"
"The Flight of the Phoenix (1964), Elleston Trevor","Flight of the Phoenix (2004)"
"Flowers in the Attic (1979), V. C. Andrews","Flowers in the Attic (1987)"
"Flowers in the Attic (1979), V. C. Andrews","Flowers in the Attic (2014)[N 1]"
"Flowing Gold (1922), Rex Beach","Flowing Gold (1940)"
"Focus (1945), Arthur Miller","Focus (2002)"
"The Food of the Gods and How It Came to Earth (1904), H. G. Wells","Village of the Giants (1965)"
"The Food of the Gods and How It Came to Earth (1904), H. G. Wells","The Food of the Gods (1976)"
"The Food of the Gods and How It Came to Earth (1904), H. G. Wells","Food of the Gods II (1989)"
"The Fool of the Family (1930), Margaret Kennedy","Escape Me Never (1935)"
"The Fool of the Family (1930), Margaret Kennedy","Escape Me Never (1947)"
"Fools' Gold (1958), Dolores Hitchens","Bande à part (Band of Outsiders) (1964)"
"For Love of the Game (1991), Michael Shaara","For Love of the Game (1999)"
"For Whom the Bell Tolls (1940), Ernest Hemingway","For Whom the Bell Tolls (1943)"
"The Forbidden Territory (1933), Dennis Wheatley","Forbidden Territory (1934)"
"Force 10 From Navarone (1968), Alistair MacLean","Force 10 from Navarone (1978)"
"The Forest (Portuguese: A Selva) (1900), José Maria Ferreira de Castro (as Ferreira de Castro)","The Forest (2002)"
"Forever Amber (1944), Kathleen Winsor","Forever Amber (1947)"
"Forlorn River (1927), Zane Grey","Forlorn River (1937)"
"The Formula (1979), Steve Shagan","The Formula (1980)"
"Forrest Gump (1986), Winston Groom","Forrest Gump (1994)"
"The Fountainhead (1943), Ayn Rand","The Fountainhead (1949)"
"The Four Feathers (1902), A. E. W. Mason","Four Feathers (1915)"
"The Four Feathers (1902), A. E. W. Mason","The Four Feathers (1921)"
"The Four Feathers (1902), A. E. W. Mason","The Four Feathers (1929)"
"The Four Feathers (1902), A. E. W. Mason","The Four Feathers (1939)"
"The Four Feathers (1902), A. E. W. Mason","Storm Over the Nile (1955)"
"The Four Feathers (1902), A. E. W. Mason","The Four Feathers (1978)"
"The Four Feathers (1902), A. E. W. Mason","The Four Feathers (2002)"
"The Fourth Man (Dutch: De vierde man) (1981), Gerard Reve","The Fourth Man (1983)"
"The Fourth Protocol (1984), Frederick Forsyth","The Fourth Protocol (1987)"
"The Fox and the Hound (1967), Daniel P. Mannix","The Fox and the Hound (1981)"
"The Fox and the Hound (1967), Daniel P. Mannix","The Fox and the Hound 2 (2006)[N 9]"
"F.P.1 Doesn't Answer[N 15] (1933), Curt Siodmak","F.P.1 (German: F.P.1 antwortet nicht) (1932)"
"F.P.1 Doesn't Answer[N 15] (1933), Curt Siodmak","F.P.1 Doesn't Respond (1933)"
"F.P.1 Doesn't Answer[N 15] (1933), Curt Siodmak","F.P.1 ne repond pas (1933)"
"Frank Merriwell (1896-1940s) (series), Gilbert Patten","The Adventures of Frank Merriwell (1936)[N 16]"
"Frankenstein (1818), Mary Shelley","Life Without Soul (1915)"
"Frankenstein (1818), Mary Shelley","Frankenstein (1931)"
"Frankenstein (1818), Mary Shelley","Bride of Frankenstein (1935)"
"Frankenstein (1818), Mary Shelley","Son of Frankenstein (1939)"
"Frankenstein (1818), Mary Shelley","The Ghost of Frankenstein (1942)"
"Frankenstein (1818), Mary Shelley","Frankenstein Meets the Wolf Man (1943)"
"Frankenstein (1818), Mary Shelley","House of Frankenstein  (1944)"
"Frankenstein (1818), Mary Shelley","House of Dracula (1945)"
"Frankenstein (1818), Mary Shelley","Abbott and Costello Meet Frankenstein (1948)"
"Frankenstein (1818), Mary Shelley","The Curse of Frankenstein (1957)"
"Frankenstein (1818), Mary Shelley","I Was a Teenage Frankenstein (1957)"
"Frankenstein (1818), Mary Shelley","The Revenge of Frankenstein (1958)"
"Frankenstein (1818), Mary Shelley","Frankenstein 1970 (1958)"
"Frankenstein (1818), Mary Shelley","Frankenstein's Daughter (1958)"
"Frankenstein (1818), Mary Shelley","The Hell of Frankenstein (Spanish: Orlak, el infierno de Frankenstein) (1960)"
"Frankenstein (1818), Mary Shelley","The Evil of Frankenstein (1964)"
"Frankenstein (1818), Mary Shelley","Frankenstein vs. Baragon (1965)"
"Frankenstein (1818), Mary Shelley","Jesse James Meets Frankenstein's Daughter (1966)"
"Frankenstein (1818), Mary Shelley","The War of the Gargantuas (1966)"
"Frankenstein (1818), Mary Shelley","Frankenstein Created Woman (1967)"
"Frankenstein (1818), Mary Shelley","Frankenstein Must Be Destroyed (1969)"
"Frankenstein (1818), Mary Shelley","Dr. Frankenstein on Campus (1970)"
"Frankenstein (1818), Mary Shelley","The Horror of Frankenstein (1970)"
"Frankenstein (1818), Mary Shelley","Dracula vs. Frankenstein (1971)"
"Frankenstein (1818), Mary Shelley","Lady Frankenstein (1971)"
"Frankenstein (1818), Mary Shelley","Drácula contra Frankenstein (1972)"
"Frankenstein (1818), Mary Shelley","Santo vs. Frankenstein's Daughter (Spanish: Santo vs. la hija de Frankenstein) (1972)"
"Frankenstein (1818), Mary Shelley","Frankenstein '80 (1972)"
"Frankenstein (1818), Mary Shelley","Frankenstein (1973)[N 1]"
"Frankenstein (1818), Mary Shelley","The Erotic Rites of Frankenstein (Spanish: La maldición de Frankenstein) (1973)"
"Frankenstein (1818), Mary Shelley","Blackenstein (1973)"
"Frankenstein (1818), Mary Shelley","Frankenstein: The True Story (1973)"
"Frankenstein (1818), Mary Shelley","Flesh for Frankenstein (1973)"
"Frankenstein (1818), Mary Shelley","Frankenstein and the Monster from Hell (1974)"
"Frankenstein (1818), Mary Shelley","Frankenstein: A Love Story (French: Frankenstein: Une histoire d'amour) (1974)"
"Frankenstein (1818), Mary Shelley","Santo and Blue Demon vs. Dr. Frankenstein (Spanish: Santo y Blue Demon contra el doctor Frankenstein) (1974)"
"Frankenstein (1818), Mary Shelley","Young Frankenstein (1974)"
"Frankenstein (1818), Mary Shelley","My Friend Frankenstein (Turkish: Sevimli Frankenştayn) (1975)"
"Frankenstein (1818), Mary Shelley","Frankenstein: Italian Style (Italian: Frankenstein all'italiana) (1975)"
"Frankenstein (1818), Mary Shelley","Terror of Frankenstein (1977)"
"Frankenstein (1818), Mary Shelley","Frankenstein (恐怖伝説 怪奇！フランケンシュタイン, Kyōfu Densetsu: Kaiki! Furankenshutain)  (1981)[N 1]"
"Frankenstein (1818), Mary Shelley","Frankenstein Island (1981)"
"Frankenstein (1818), Mary Shelley","Frankenstein's Mother-in-Law (German: Frankensteins Schwiegermutter) (1983)[N 1]"
"Frankenstein (1818), Mary Shelley","Frankenstein (1984)[N 1]"
"Frankenstein (1818), Mary Shelley","Frankenstein 90 (1984)"
"Frankenstein (1818), Mary Shelley","Frankenstein's Great Aunt Tillie (1984)"
"Frankenstein (1818), Mary Shelley","The Bride (1985)"
"Frankenstein (1818), Mary Shelley","Frankenstein (1986)[N 1]"
"Frankenstein (1818), Mary Shelley","Frankenstein General Hospital (1988)"
"Frankenstein (1818), Mary Shelley","Frankenhooker (1990)"
"Frankenstein (1818), Mary Shelley","Frankenstein Unbound (1990)"
"Frankenstein (1818), Mary Shelley","Frank Enstein (1991)[N 9]"
"Frankenstein (1818), Mary Shelley","Frankenstein: The College Years (1991)[N 1]"
"Frankenstein (1818), Mary Shelley","Frankenstein (1992)[N 1]"
"Frankenstein (1818), Mary Shelley","Mary Shelley's Frankenstein (1994)"
"Frankenstein (1818), Mary Shelley","Frankenstein and Me (1996)"
"Frankenstein (1818), Mary Shelley","Billy Frankenstein (1998)"
"Frankenstein (1818), Mary Shelley","Lust for Frankenstein (1998)"
"Frankenstein (1818), Mary Shelley","Frankenstein Reborn! (1998)"
"Frankenstein (1818), Mary Shelley","Rock 'N Roll Frankenstein (1999)"
"Frankenstein (1818), Mary Shelley","Alvin and the Chipmunks Meet Frankenstein (1999)[N 9]"
"Frankenstein (1818), Mary Shelley","Van Helsing (2004)"
"Frankenstein (1818), Mary Shelley","Frankenstein (2004)"
"Frankenstein (1818), Mary Shelley","Frankenstein vs. the Creature from Blood Cove (2005)"
"Frankenstein (1818), Mary Shelley","Frankenstein (2007)"
"Frankenstein (1818), Mary Shelley","Bikini Frankenstein (2011)"
"Frankenstein (1818), Mary Shelley","Frankenstein: Day of the Beast (2011)"
"Frankenstein (1818), Mary Shelley","Frankenweenie (2012)"
"Frankenstein (1818), Mary Shelley","The Frankenstein Theory (2013)"
"Frankenstein (1818), Mary Shelley","I, Frankenstein (2014)"
"Frankenstein (1818), Mary Shelley","Army of Frankensteins (2014)"
"Frankenstein (1818), Mary Shelley","Frankenstein vs. The Mummy (2015)"
"Frankenstein (1818), Mary Shelley","FRANKƐN5TƐ1N (2015)"
"Frankenstein (1818), Mary Shelley","Victor Frankenstein (2015)"
"Frankenstein (1818), Mary Shelley","Frankenstein (2025)"
"Freaky Friday (1972), Mary Rodgers","Freaky Friday (1976)"
"Freaky Friday (1972), Mary Rodgers","Freaky Friday (1995)[N 1]"
"Freaky Friday (1972), Mary Rodgers","Freaky Friday (2003)"
"Freaky Friday (1972), Mary Rodgers","Freaky Friday (2018)[N 1]"
"Freaky Friday (1972), Mary Rodgers","Freakier Friday (2025)[N 17]"
"Freedomland (1998), Richard Price","Freedomland (2006)"
"The French Lieutenant's Woman (1969), John Fowles","The French Lieutenant's Woman (1981)"
"Fried Green Tomatoes at the Whistle Stop Cafe (1987), Fannie Flagg","Fried Green Tomatoes (1991)"
"Friend (1985), Diana Henstell","Deadly Friend (1986)"
"The Friendly Persuasion (1945)[N 18], Jessamyn West","Friendly Persuasion (1956)"
"The Friendly Persuasion (1945)[N 18], Jessamyn West","Friendly Persuasion (1975)[N 1]"
"From Here to Eternity (1951), James Jones","From Here to Eternity (1953)"
"From Russia, with Love (1957), Ian Fleming","From Russia with Love (1963)"
"From the Earth to the Moon (French: De la Terre à la Lune, trajet direct en 97 heures 20 minutes) (1865), Jules Verne","From the Earth to the Moon (1958)"
"From the Earth to the Moon (French: De la Terre à la Lune, trajet direct en 97 heures 20 minutes) (1865), Jules Verne","The Fabulous Baron Munchausen (1961)"
"From the Earth to the Moon (French: De la Terre à la Lune, trajet direct en 97 heures 20 minutes) (1865), Jules Verne","Jules Verne's Rocket to the Moon (1967)"
"From the Earth to the Moon (French: De la Terre à la Lune, trajet direct en 97 heures 20 minutes) (1865), Jules Verne","From the Earth to the Moon (1976)[N 1]"
"From the Terrace (1958), John O'Hara","From the Terrace (1960)"
"Funeral in Berlin (1964), Len Deighton","Funeral in Berlin (1966)"
"Funny Farm (1985), Jay Cronley","Funny Farm (1988)"
"The Furies (1948), Niven Busch","The Furies (1950)"
"The Fury (1976), John Farris","The Fury (1978)"
"The Fuzzy Pink Nightgown (1956), Sylvia Tate","The Fuzzy Pink Nightgown (1957)"
