Book,Movie,wikiMovieYear,isAdult,startYear,runtimeMinutes,genres,genre_1,genre_2,genre_3,averageRating,numVotes,wikiBookAuthor,goodreadsentrytitle,goodreadsentryauthor,goodreads_rating,goodreads_numratings,wmrank,Worldwide Lifetime Gross,Domestic Lifetime Gross,Domestic %,Foreign Lifetime Gross,Foreign %,Year,release_date,production_budget,domestic_gross,worldwide_gross,book_year,book_movie_years,ROI,name_match,contains_series
"The Black Stallion (1941–1989) (series)[N 10], Walter Farley",The Black Stallion (1979),1979,0,1979,118,"Adventure,Family,Sport",Adventure,Family,Sport,7.4,14997,"The Black Stallion (1941–1989) (series)[N 10], Walter Farley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oct 17, 1979",2700000,37799643,37799643,1941,38,12.999867777777778,TRUE,TRUE
"The Blue Lagoon (1908), Henry De Vere Stacpoole",The Blue Lagoon (1980),1980,0,1980,104,"Adventure,Drama,Romance",Adventure,Drama,Romance,5.8,81683,Henry De Vere Stacpoole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jun 20, 1980",4500000,47923795,47923795,1908,72,9.649732222222223,TRUE,FALSE
"Bourne (1980–2012) (series)[N 11], Robert Ludlum and Eric Van Lustbader",The Bourne Identity (2002),2002,0,2002,119,"Action,Mystery,Thriller",Action,Mystery,Thriller,7.8,602257,"Bourne (1980–2012) (series)[N 11], Robert Ludlum and Eric Van Lustbader",NA,NA,NA,NA,882,"$214,034,224","$121,661,683",56.8%,"$92,372,541",43.2%,2002,"Jun 14, 2002",60000000,121468960,214357371,1980,22,2.57262285,FALSE,TRUE
"Bourne (1980–2012) (series)[N 11], Robert Ludlum and Eric Van Lustbader",The Bourne Legacy (2012),2012,0,2012,135,"Action,Adventure,Thriller",Action,Adventure,Thriller,6.6,324471,"Bourne (1980–2012) (series)[N 11], Robert Ludlum and Eric Van Lustbader",NA,NA,NA,NA,645,"$276,144,750","$113,203,870",41%,"$162,940,880",59%,2012,"Aug 10, 2012",125000000,113203870,280355920,1980,32,1.24284736,FALSE,TRUE
"Bourne (1980–2012) (series)[N 11], Robert Ludlum and Eric Van Lustbader",The Bourne Supremacy (2004),2004,0,2004,108,"Action,Mystery,Thriller",Action,Mystery,Thriller,7.7,505139,"Bourne (1980–2012) (series)[N 11], Robert Ludlum and Eric Van Lustbader",NA,NA,NA,NA,615,"$292,542,992","$176,241,941",60.2%,"$116,301,051",39.8%,2004,"Jul 23, 2004",85000000,176087450,311001124,1980,24,2.6588367529411765,FALSE,TRUE
"Bourne (1980–2012) (series)[N 11], Robert Ludlum and Eric Van Lustbader",The Bourne Ultimatum (2007),2007,0,2007,115,"Action,Mystery,Thriller",Action,Mystery,Thriller,8,676282,"Bourne (1980–2012) (series)[N 11], Robert Ludlum and Eric Van Lustbader",NA,NA,NA,NA,328,"$442,824,138","$227,471,070",51.4%,"$215,353,068",48.6%,2007,"Aug 3, 2007",130000000,227471070,444043396,1980,27,2.415718430769231,FALSE,TRUE
"The Boys from Brazil (1976), Ira Levin",The Boys from Brazil (1978),1978,0,1978,125,"Drama,Mystery,Sci-Fi",Drama,Mystery,Sci-Fi,7,32887,Ira Levin,The Boys from Brazil,"[""Ira Levin""]",4.06,38784,NA,NA,NA,NA,NA,NA,NA,1978,12000000,19000000,19000000,1976,2,0.5833333333333334,TRUE,FALSE
"The Brave Little Toaster (1986), Thomas M. Disch",The Brave Little Toaster (1987),1987,0,1987,90,"Adventure,Animation,Family",Adventure,Animation,Family,7.2,28930,Thomas M. Disch,The Brave Little Toaster,"[""Thomas M. Disch""]",4.04,384,NA,NA,NA,NA,NA,NA,NA,"Jun 19, 1987",2300000,0,0,1986,1,-1,TRUE,FALSE
"The Bridge over the River Kwai (French: Le Pont de la rivière Kwaï) (1952), Pierre Boulle",The Bridge on the River Kwai (1957),1957,0,1957,161,"Adventure,Drama,War",Adventure,Drama,War,8.1,245225,Pierre Boulle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dec 18, 1957",3000000,33300000,33322343,1952,5,10.107447666666667,FALSE,FALSE
"The Bridges of Madison County (a. k. a. Love in Black and White) (1992), Robert James Waller",The Bridges of Madison County (1995),1995,0,1995,135,"Drama,Romance",Drama,Romance,NA,7.6,94607,Robert James Waller,The Bridges of Madison County,"[""Robert James Waller""]",3.69,98119,NA,NA,NA,NA,NA,NA,NA,"Jun 2, 1995",22000000,71516617,175516617,1992,3,6.978028045454545,TRUE,FALSE
"The Call of the Wild (1903), Jack London",The Call of the Wild (2020),2020,0,2020,100,"Adventure,Drama,Family",Adventure,Drama,Family,6.7,62365,Jack London,The Call of the Wild,"[""Jack London""]",3.9,434756,NA,NA,NA,NA,NA,NA,NA,"Jan 3, 2020",125000000,62342368,107351191,1903,117,-0.141190472,TRUE,FALSE
"The Caveman's Valentine (1994), George Dawes Green",The Caveman's Valentine (2001),2001,0,2001,105,"Crime,Drama,Music",Crime,Drama,Music,5.8,8274,George Dawes Green,The Caveman's Valentine,"[""George Dawes Green""]",3.76,879,NA,NA,NA,NA,NA,NA,NA,"Mar 2, 2001",13500000,687081,892506,1994,7,-0.9338884444444444,TRUE,FALSE
"The Chronicles of Narnia (1950–1956) (series)[N 19], C.S. Lewis",The Chronicles of Narnia: Prince Caspian (2008),2008,0,2008,150,"Action,Adventure,Family",Action,Adventure,Family,6.5,235526,"The Chronicles of Narnia (1950–1956) (series)[N 19], C.S. Lewis",NA,NA,NA,NA,352,"$419,665,568","$141,621,490",33.8%,"$278,044,078",66.2%,2008,"May 16, 2008",225000000,141621490,417341288,1950,58,0.8548501688888889,FALSE,TRUE
"The Mayor of Casterbridge (1886), Thomas Hardy",The Claim (2000),2000,0,2000,120,"Drama,Romance,Western",Drama,Romance,Western,6.3,7037,Thomas Hardy,The Mayor of Casterbridge,"[""Thomas Hardy""]",3.86,62838,NA,NA,NA,NA,NA,NA,NA,"Dec 29, 2000",13000000,622023,1375635,1886,114,-0.8941819230769231,FALSE,FALSE
"The Clan of the Cave Bear (1980), Jean Auel",The Clan of the Cave Bear (1986),1986,0,1986,98,"Adventure,Drama,Fantasy",Adventure,Drama,Fantasy,5.4,7333,Jean Auel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jan 17, 1986",15000000,1953732,1953732,1980,6,-0.8697512,TRUE,FALSE
"The Client (1993), John Grisham",The Client (1994),1994,0,1994,119,"Crime,Drama,Mystery",Crime,Drama,Mystery,6.7,81062,John Grisham,The Client,"[""John Grisham""]",4.05,447225,NA,NA,NA,NA,NA,NA,NA,"Jul 20, 1994",45000000,92115211,117615211,1993,1,1.6136713555555555,TRUE,FALSE
"The Color Purple (1982), Alice Walker",The Color Purple (1985),1985,0,1985,154,Drama,Drama,NA,NA,7.7,102277,Alice Walker,The Color Purple,"[""Alice Walker""]",4.27,694072,NA,NA,NA,NA,NA,NA,NA,"Dec 18, 1985",15000000,94029472,94029472,1982,3,5.268631466666666,TRUE,FALSE
"The Color of Money (1984), Walter Tevis",The Color of Money (1986),1986,0,1986,119,"Drama,Sport",Drama,Sport,NA,7,98799,Walter Tevis,The Color of Money,"[""Walter Tevis""]",3.91,1530,NA,NA,NA,NA,NA,NA,NA,"Oct 17, 1986",10000000,52293000,52293000,1984,2,4.2293,TRUE,FALSE
"The Constant Gardener (2001), John le Carré",The Constant Gardener (2005),2005,0,2005,129,"Drama,Mystery,Romance",Drama,Mystery,Romance,7.3,154160,John le Carré,The Constant Gardener,"[""John le Carré""]",3.82,28667,NA,NA,NA,NA,NA,NA,NA,"Aug 31, 2005",25500000,33579798,86301599,2001,4,2.384376431372549,TRUE,FALSE
"The Count of Monte Cristo (French: Le comte de Monte Cristo) (1844–1846), Alexandre Dumas, père",The Count of Monte Cristo (2002),2002,0,2002,131,"Action,Adventure,Drama",Action,Adventure,Drama,7.7,156871,"Alexandre Dumas, père",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jan 25, 2002",40000000,54228104,75389090,1844,158,0.88472725,TRUE,FALSE
"The Da Vinci Code (2003), Dan Brown",The Da Vinci Code (2006),2006,0,2006,149,"Mystery,Thriller",Mystery,Thriller,NA,6.6,478068,Dan Brown,NA,NA,NA,NA,112,"$801,349,858","$217,536,138",27.2%,"$583,813,720",72.8%,2006,"May 19, 2006",125000000,217536138,767820459,2003,3,5.142563672,TRUE,FALSE
"The Damned Utd (2006), David Peace",The Damned United (2009),2009,0,2009,98,"Biography,Drama,Sport",Biography,Drama,Sport,7.5,47687,David Peace,The Damned Utd,"[""David Peace""]",4.14,8333,NA,NA,NA,NA,NA,NA,NA,"Oct 9, 2009",6400000,449865,4199874,2006,3,-0.3437696875,FALSE,FALSE
"The Dangerous Lives of Altar Boys (2001), Chris Fuhrman",The Dangerous Lives of Altar Boys (2002),2002,0,2002,104,"Comedy,Drama",Comedy,Drama,NA,6.9,14549,Chris Fuhrman,The Dangerous Lives of Altar Boys,"[""Chris Fuhrman""]",3.97,1524,NA,NA,NA,NA,NA,NA,NA,"Jun 14, 2002",12000000,1779284,1779284,2001,1,-0.8517263333333334,TRUE,FALSE
"The Dark Tower (1998–2012) (series), Stephen King",The Dark Tower (2017),2017,0,2017,95,"Action,Adventure,Drama",Action,Adventure,Drama,5.6,152932,Stephen King,The Dark Tower,"[""Stephen King""]",4.28,174867,NA,NA,NA,NA,NA,NA,NA,"Aug 2, 2017",66000000,50701325,113461527,1998,19,0.7191140454545455,TRUE,TRUE
"The Dead Zone (1979), Stephen King",The Dead Zone (1983),1983,0,1983,103,"Drama,Fantasy,Thriller",Drama,Fantasy,Thriller,7.2,82638,Stephen King,The Dead Zone,"[""Stephen King""]",3.96,225240,NA,NA,NA,NA,NA,NA,NA,"Oct 21, 1983",10000000,20766000,20766000,1979,4,1.0766,TRUE,FALSE
"The Deep End of the Ocean (1996), Jacquelyn Mitchard",The Deep End of the Ocean (1999),1999,0,1999,106,Drama,Drama,NA,NA,6.3,22799,Jacquelyn Mitchard,The Deep End of the Ocean,"[""Jacquelyn Mitchard""]",3.87,120511,NA,NA,NA,NA,NA,NA,NA,"Mar 12, 1999",40000000,13508635,13508635,1996,3,-0.662284125,TRUE,FALSE
"The Blank Wall (1947), Elisabeth Sanxay Holding",The Deep End (2001),2001,0,2001,101,"Crime,Drama,Mystery",Crime,Drama,Mystery,6.5,12429,Elisabeth Sanxay Holding,The Blank Wall,"[""Elisabeth Sanxay Holding""]",3.82,912,NA,NA,NA,NA,NA,NA,NA,"Aug 8, 2001",3000000,8823109,9981635,1947,54,2.3272116666666665,FALSE,FALSE
"The Deep (1976), Peter Benchley",The Deep (1977),1977,0,1977,123,"Adventure,Mystery,Thriller",Adventure,Mystery,Thriller,6.2,15005,Peter Benchley,The Deep,"[""Peter Benchley""]",3.72,11714,NA,NA,NA,NA,NA,NA,NA,"Jun 17, 1977",9000000,50681884,50681884,1976,1,4.6313204444444445,TRUE,FALSE
"The Devil Wears Prada (2003), Lauren Weisberger",The Devil Wears Prada (2006),2006,0,2006,109,"Comedy,Drama",Comedy,Drama,NA,7,512364,Lauren Weisberger,The Devil Wears Prada,"[""Lauren Weisberger""]",3.8,894089,529,"$326,554,910","$124,740,460",38.2%,"$201,814,450",61.8%,2006,"Jun 30, 2006",35000000,124740460,326073155,2003,3,8.316375857142857,TRUE,FALSE
"The Eagle of the Ninth (1954), Rosemary Sutcliff",The Eagle (2011),2011,0,2011,114,"Action,Adventure,Drama",Action,Adventure,Drama,6.2,76644,Rosemary Sutcliff,The Eagle of the Ninth,"[""Rosemary Sutcliff""]",3.94,11146,NA,NA,NA,NA,NA,NA,NA,"Feb 11, 2011",25000000,19490041,38993548,1954,57,0.55974192,FALSE,FALSE
"The Egyptian (Finnish: Sinuhe egyptiläinen, Sinuhe the Egyptian) (1945), Mika Waltari",The Egyptian (1954),1954,0,1954,139,Drama,Drama,NA,NA,6.5,4809,Mika Waltari,The Egyptian,"[""Mika Waltari""]",4.21,24666,NA,NA,NA,NA,NA,NA,NA,"Aug 24, 1954",5000000,15000000,15000000,1945,9,2,TRUE,FALSE
"The End of the Affair (1951), Graham Greene",The End of the Affair (1999),1999,0,1999,102,"Drama,Mystery,Romance",Drama,Mystery,Romance,7,25080,Graham Greene,The End of the Affair,"[""Graham Greene""]",3.9,65173,NA,NA,NA,NA,NA,NA,NA,"Dec 3, 1999",23000000,10660147,10660147,1951,48,-0.536515347826087,TRUE,FALSE
"The English Patient (1992), Michael Ondaatje",The English Patient (1996),1996,0,1996,162,"Drama,Romance,War",Drama,Romance,War,7.4,210785,Michael Ondaatje,The English Patient,"[""Michael Ondaatje""]",3.86,132899,797,"$231,976,425","$78,676,425",33.9%,"$153,300,000",66.1%,1996,"Nov 15, 1996",35000000,78716374,231710008,1992,4,5.620285942857143,TRUE,FALSE
"The Exorcist (1971), William Peter Blatty",The Exorcist (1973),1973,0,1973,122,Horror,Horror,NA,NA,8.1,487267,William Peter Blatty,The Exorcist,"[""William Peter Blatty""]",4.2,237545,341,"$430,872,776","$233,005,644",54.1%,"$197,867,132",45.9%,1973,"Dec 26, 1973",12000000,231020723,428887784,1971,2,34.740648666666665,TRUE,FALSE
"The Exorcist (1971), William Peter Blatty",The Exorcist: Believer (2023),2023,0,2023,111,Horror,Horror,NA,NA,4.8,49180,William Peter Blatty,The Exorcist,"[""William Peter Blatty""]",4.2,237545,NA,NA,NA,NA,NA,NA,NA,"Oct 4, 2023",30000000,65537395,136998069,1971,52,3.5666023,FALSE,FALSE
"The Fan (1995), Peter Abrahams",The Fan (1996),1996,0,1996,116,"Action,Drama,Sport",Action,Drama,Sport,5.9,53275,Peter Abrahams,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aug 16, 1996",55000000,18582965,18582965,1995,1,-0.6621279090909091,TRUE,FALSE
"The Firm (1991), John Grisham",The Firm (1993),1993,0,1993,154,"Drama,Mystery,Thriller",Drama,Mystery,Thriller,6.9,157805,John Grisham,NA,NA,NA,NA,661,"$270,248,367","$158,348,367",58.6%,"$111,900,000",41.4%,1993,"Jun 30, 1993",42000000,158340892,270340892,1991,2,5.4366879047619046,TRUE,FALSE
"The First Wives Club (1992), Olivia Goldsmith",The First Wives Club (1996),1996,0,1996,103,Comedy,Comedy,NA,NA,6.5,57901,Olivia Goldsmith,The First Wives Club,"[""Olivia Goldsmith""]",3.89,20686,NA,NA,NA,NA,NA,NA,NA,"Sep 20, 1996",30000000,105489203,181489203,1992,4,5.0496401,TRUE,FALSE
"Journey to the West (Chinese: 西遊記, Xī Yóu Jì) (c. 1592), Wu Cheng'en",The Forbidden Kingdom (2008),2008,0,2008,104,"Action,Adventure,Fantasy",Action,Adventure,Fantasy,6.5,112480,Wu Cheng'en,Journey to the West,"[""Wu Cheng'en""]",4.34,2215,NA,NA,NA,NA,NA,NA,NA,"Apr 18, 2008",55000000,52075270,129059885,1592,416,1.3465433636363637,FALSE,FALSE
"The Four Feathers (1902), A. E. W. Mason",The Four Feathers (2002),2002,0,2002,132,"Adventure,Drama,Romance",Adventure,Drama,Romance,6.5,36327,A. E. W. Mason,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sep 20, 2002",35000000,18306166,29882645,1902,100,-0.14621014285714284,TRUE,FALSE
"Millennium (2005–2007) (series)[N 12], Stieg Larsson",The Girl with the Dragon Tattoo (2011),2011,0,2011,158,"Crime,Drama,Mystery",Crime,Drama,Mystery,7.8,519980,"Millennium (2005–2007) (series)[N 12], Stieg Larsson",NA,NA,NA,NA,793,"$232,617,430","$102,515,793",44.1%,"$130,101,637",55.9%,2011,"Dec 20, 2011",90000000,102515793,239373970,2005,6,1.6597107777777778,FALSE,TRUE
"The Godfather (1969), Mario Puzo",The Godfather (1972),1972,0,1972,175,"Crime,Drama",Crime,Drama,NA,9.2,2167528,Mario Puzo,The Godfather,"[""Mario Puzo""]",4.39,424859,726,"$250,595,666","$136,381,073",54.4%,"$114,214,593",45.6%,1972,"Mar 15, 1972",7000000,136479994,270007394,1969,3,37.572484857142854,TRUE,FALSE
"Northern Lights (1995), Philip Pullman",The Golden Compass (2007),2007,0,2007,113,"Adventure,Family,Fantasy",Adventure,Family,Fantasy,6.1,201906,Philip Pullman,NA,NA,NA,NA,430,"$372,234,864","$70,107,728",18.8%,"$302,127,136",81.2%,2007,"Dec 7, 2007",205000000,70107728,367262558,1995,12,0.7915246731707317,FALSE,FALSE
"The Good German (2001), Joseph Kanon",The Good German (2006),2006,0,2006,105,"Drama,Mystery,Romance",Drama,Mystery,Romance,6,26765,Joseph Kanon,The Good German,"[""Joseph Kanon""]",3.78,6846,NA,NA,NA,NA,NA,NA,NA,"Dec 15, 2006",32000000,1308696,6678033,2001,5,-0.79131146875,TRUE,FALSE
"The Great Gatsby (1925), F. Scott Fitzgerald",The Great Gatsby (1974),1974,0,1974,144,"Drama,Romance",Drama,Romance,NA,6.4,28352,F. Scott Fitzgerald,The Great Gatsby,"[""F. Scott Fitzgerald""]",3.93,5299600,NA,NA,NA,NA,NA,NA,NA,"Mar 29, 1974",7000000,26533200,26533200,1925,49,2.790457142857143,TRUE,FALSE
"The Great Gatsby (1925), F. Scott Fitzgerald",The Great Gatsby (2013),2013,0,2013,143,"Drama,Romance",Drama,Romance,NA,7.2,629897,F. Scott Fitzgerald,The Great Gatsby,"[""F. Scott Fitzgerald""]",3.93,5299600,468,"$353,660,028","$144,857,996",41%,"$208,802,032",59%,2013,"May 10, 2013",190000000,144840419,353497733,1925,88,0.8605143842105263,TRUE,FALSE
"The Green Mile (1996)[N 23], Stephen King",The Green Mile (1999),1999,0,1999,189,"Crime,Drama,Fantasy",Crime,Drama,Fantasy,8.6,1516429,"The Green Mile (1996)[N 23], Stephen King",NA,NA,NA,NA,631,"$286,801,374","$136,801,374",47.7%,"$150,000,000",52.3%,1999,"Dec 10, 1999",60000000,136801374,290701374,1996,3,3.8450229,TRUE,FALSE
"The Harvey Girls (1942), Samuel Hopkins Adams",The Harvey Girls (1946),1946,0,1946,102,"Comedy,Drama,History",Comedy,Drama,History,7,5224,Samuel Hopkins Adams,The Harvey Girls,"[""Samuel Hopkins Adams""]",3.36,NA,NA,NA,NA,NA,NA,NA,NA,"Jan 18, 1946",2931000,4100000,4100000,1942,4,0.3988399863527806,TRUE,FALSE
"The Haunting of Hill House (1959), Shirley Jackson",The Haunting (1999),1999,0,1999,113,"Fantasy,Horror,Mystery",Fantasy,Horror,Mystery,5,83518,Shirley Jackson,The Haunting of Hill House,"[""Shirley Jackson""]",3.82,310339,NA,NA,NA,NA,NA,NA,NA,"Jul 23, 1999",80000000,91188905,180188905,1959,40,1.2523613125,FALSE,FALSE
"The Help (2009), Kathryn Stockett",The Help (2011),2011,0,2011,146,Drama,Drama,NA,NA,8.1,520419,Kathryn Stockett,The Help,"[""Kathryn Stockett""]",4.47,2793989,839,"$221,802,186","$169,708,112",76.5%,"$52,094,074",23.5%,2011,"Aug 10, 2011",25000000,169705587,213120004,2009,2,7.52480016,TRUE,FALSE
"The Hobbit (1937), J. R. R. Tolkien",The Hobbit: An Unexpected Journey (2012),2012,0,2012,169,"Adventure,Fantasy",Adventure,Fantasy,NA,7.8,912931,J. R. R. Tolkien,NA,NA,NA,NA,56,"$1,017,107,150","$303,030,651",29.8%,"$714,076,499",70.2%,2012,"Dec 11, 2012",200000000,303003568,1014938545,1937,75,4.074692725,FALSE,FALSE
"The Hobbit (1937), J. R. R. Tolkien",The Hobbit: The Battle of the Five Armies (2014),2014,0,2014,144,"Adventure,Fantasy",Adventure,Fantasy,NA,7.4,605548,J. R. R. Tolkien,NA,NA,NA,NA,65,"$962,253,946","$255,138,261",26.5%,"$707,115,685",73.5%,2014,"Dec 10, 2014",250000000,255119788,940323039,1937,77,2.761292156,FALSE,FALSE
"The Host (2008), Stephenie Meyer",The Host (2013),2013,0,2013,125,"Action,Adventure,Drama",Action,Adventure,Drama,5.8,120897,Stephenie Meyer,The Host,"[""Stephenie Meyer""]",3.86,1011597,NA,NA,NA,NA,NA,NA,NA,"Mar 22, 2013",50000000,26623701,64477051,2008,5,0.28954102,TRUE,FALSE
"The Hours (1998), Michael Cunningham",The Hours (2002),2002,0,2002,110,"Drama,Romance",Drama,Romance,NA,7.5,145416,Michael Cunningham,The Hours,"[""Michael Cunningham""]",3.95,142269,NA,NA,NA,NA,NA,NA,NA,"Dec 27, 2002",25000000,41675994,97030468,1998,4,2.88121872,TRUE,FALSE
"The Howling (1977), Gary Brandner",The Howling (1981),1981,0,1981,91,Horror,Horror,NA,NA,6.5,43204,Gary Brandner,The Howling,"[""Gary Brandner""]",3.95,14063,NA,NA,NA,NA,NA,NA,NA,"Apr 10, 1981",1000000,17985000,17985130,1977,4,16.98513,TRUE,FALSE
"The Hunger Games (2008–2010, 2020) (series)[N 29], Suzanne Collins",The Hunger Games (2012),2012,0,2012,142,"Action,Adventure,Sci-Fi",Action,Adventure,Sci-Fi,7.2,1058959,"The Hunger Games (2008–2010, 2020) (series)[N 29], Suzanne Collins",NA,NA,4.34,8782106,157,"$695,220,619","$408,010,692",58.7%,"$287,209,927",41.3%,2012,"Mar 8, 2012",80000000,408010692,677923379,2008,4,7.4740422375,TRUE,TRUE
"The Hunger Games (2008–2010, 2020) (series)[N 29], Suzanne Collins",The Hunger Games: Catching Fire (2013),2013,0,2013,146,"Action,Adventure,Sci-Fi",Action,Adventure,Sci-Fi,7.5,758545,"The Hunger Games (2008–2010, 2020) (series)[N 29], Suzanne Collins",NA,NA,4.34,8782106,92,"$865,011,746","$424,668,047",49.1%,"$440,343,699",50.9%,2013,"Nov 15, 2013",130000000,424668047,864808014,2008,5,5.652369338461538,FALSE,TRUE
"The Hunger Games (2008–2010, 2020) (series)[N 29], Suzanne Collins",The Hunger Games: Mockingjay - Part 1 (2014),2014,0,2014,123,"Action,Adventure,Sci-Fi",Action,Adventure,Sci-Fi,6.6,533728,"The Hunger Games (2008–2010, 2020) (series)[N 29], Suzanne Collins",NA,NA,4.34,8782106,129,"$759,159,711","$337,135,885",44.4%,"$422,023,826",55.6%,2014,"Nov 19, 2014",125000000,337135885,766575131,2008,6,5.132601048,FALSE,TRUE
"The Hunger Games (2008–2010, 2020) (series)[N 29], Suzanne Collins",The Hunger Games: Mockingjay - Part 2 (2015),2015,0,2015,137,"Action,Adventure,Sci-Fi",Action,Adventure,Sci-Fi,6.6,402309,"The Hunger Games (2008–2010, 2020) (series)[N 29], Suzanne Collins",NA,NA,4.34,8782106,168,"$661,456,867","$281,723,902",42.6%,"$379,732,965",57.4%,2015,"Nov 18, 2015",160000000,281723902,646125287,2008,7,3.03828304375,FALSE,TRUE
"The Hunger Games (2008–2010, 2020) (series)[N 29], Suzanne Collins",The Hunger Games: The Ballad of Songbirds & Snakes (2023),2023,0,2023,157,"Action,Adventure,Drama",Action,Adventure,Drama,6.6,170586,"The Hunger Games (2008–2010, 2020) (series)[N 29], Suzanne Collins",NA,NA,4.34,8782106,488,"$347,720,766","$166,350,594",47.8%,"$181,370,172",52.2%,2023,"Nov 15, 2023",100000000,166350594,347999047,2008,15,2.47999047,FALSE,TRUE
"The Hunt for Red October (1984), Tom Clancy",The Hunt for Red October (1990),1990,0,1990,135,"Action,Adventure,Thriller",Action,Adventure,Thriller,7.5,226308,Tom Clancy,The Hunt for Red October,"[""Tom Clancy""]",4.11,376321,960,"$200,512,643","$122,012,643",60.8%,"$78,500,000",39.2%,1990,"Mar 2, 1990",30000000,120709866,200500000,1984,6,5.683333333333334,TRUE,FALSE
"The Hustler (1959), Walter Tevis",The Hustler (1961),1961,0,1961,134,"Drama,Sport",Drama,Sport,NA,7.9,89869,Walter Tevis,The Hustler,"[""Walter Tevis""]",4.11,4031,NA,NA,NA,NA,NA,NA,NA,"Sep 25, 1961",2000000,7600000,7600738,1959,2,2.800369,TRUE,FALSE
"The Body Snatchers (1955), Jack Finney",The Invasion (2007),2007,0,2007,99,"Sci-Fi,Thriller",Sci-Fi,Thriller,NA,5.9,86734,Jack Finney,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aug 17, 2007",80000000,15074191,40147042,1955,52,-0.498161975,FALSE,FALSE
"The Invisible Man (1897), H. G. Wells",The Invisible Man (2020),2020,0,2020,124,"Drama,Horror,Mystery",Drama,Horror,Mystery,7.1,276644,H. G. Wells,NA,NA,4.1,56188,NA,NA,NA,NA,NA,NA,NA,"Feb 26, 2020",7000000,64914050,139011965,1897,123,18.858852142857142,TRUE,FALSE
"The Island of Doctor Moreau (1896), H. G. Wells",The Island of Dr. Moreau (1996),1996,0,1996,96,"Horror,Sci-Fi,Thriller",Horror,Sci-Fi,Thriller,4.6,37499,H. G. Wells,NA,NA,3.73,122255,NA,NA,NA,NA,NA,NA,NA,"Aug 23, 1996",40000000,27682712,27682712,1896,100,-0.3079322,FALSE,FALSE
"The Island (1979), Peter Benchley",The Island (1980),1980,0,1980,114,"Action,Adventure,Drama",Action,Adventure,Drama,5.3,5035,Peter Benchley,The Island,"[""Peter Benchley""]",3.34,2196,NA,NA,NA,NA,NA,NA,NA,"Jun 13, 1980",22000000,15716828,15716828,1979,1,-0.2855987272727273,TRUE,FALSE
"The Day of the Jackal (1971), Frederick Forsyth",The Jackal (1997),1997,0,1997,124,"Action,Crime,Drama",Action,Crime,Drama,6.4,130294,Frederick Forsyth,The Day of the Jackal,"[""Frederick Forsyth""]",4.27,134901,NA,NA,NA,NA,NA,NA,NA,"Nov 14, 1997",60000000,54956941,159356941,1971,26,1.6559490166666666,FALSE,FALSE
"The Jungle Books (1894–1895)[N 32], Rudyard Kipling",The Jungle Book 2 (2003),2003,0,2003,72,"Adventure,Animation,Comedy",Adventure,Animation,Comedy,5.3,19141,"The Jungle Books (1894–1895)[N 32], Rudyard Kipling",NA,NA,4.01,87633,NA,NA,NA,NA,NA,NA,NA,"Feb 14, 2003",20000000,47901582,139924202,1894,109,5.9962101,FALSE,FALSE
"The Jungle Books (1894–1895)[N 32], Rudyard Kipling",The Jungle Book (2016)[N 34],2016,0,2016,106,"Action,Adventure,Animation",Action,Adventure,Animation,7.3,302102,"The Jungle Books (1894–1895)[N 32], Rudyard Kipling",NA,NA,4.01,87633,NA,NA,NA,NA,NA,NA,NA,"Apr 7, 2016",175000000,364001123,950697998,1894,122,4.432559988571429,FALSE,FALSE
"The Killer Inside Me (1952), Jim Thompson",The Killer Inside Me (2010),2010,0,2010,109,"Crime,Drama,Mystery",Crime,Drama,Mystery,6.1,36672,Jim Thompson,The Killer Inside Me,"[""Jim Thompson""]",3.86,23424,NA,NA,NA,NA,NA,NA,NA,"Jun 18, 2010",13000000,217277,5453369,1952,58,-0.5805100769230769,TRUE,FALSE
"If I Die Before I Wake (1938), Sherwood King",The Lady from Shanghai (1947),1947,0,1947,87,"Crime,Drama,Film-Noir",Crime,Drama,Film-Noir,7.5,35879,Sherwood King,If I Die Before I Wake,"[""Sherwood King""]",3.66,222,NA,NA,NA,NA,NA,NA,NA,"Dec 24, 1947",2000000,0,1412,1938,9,-0.999294,FALSE,FALSE
"The Last Song (2009), Nicholas Sparks",The Last Song (2010),2010,0,2010,107,"Drama,Music,Romance",Drama,Music,Romance,6,95083,Nicholas Sparks,The Last Song,"[""Nicholas Sparks""]",4.16,556845,NA,NA,NA,NA,NA,NA,NA,"Mar 31, 2010",20000000,62950384,92678948,2009,1,3.6339474,TRUE,FALSE
"The Last Unicorn (1968), Peter S. Beagle",The Last Unicorn (1982),1982,0,1982,92,"Adventure,Animation,Drama",Adventure,Animation,Drama,7.3,32110,Peter S. Beagle,The Last Unicorn,"[""Peter S. Beagle""]",4.16,112951,NA,NA,NA,NA,NA,NA,NA,"Nov 19, 1982",4000000,6455330,6455330,1968,14,0.6138325,TRUE,FALSE
