...1.x,Book,Movie,wikiMovieTitle,wikiMovieYear,wikiMovieMatch,tconst,primaryTitle,originalTitle,isAdult,startYear,runtimeMinutes,genres,averageRating,numVotes,movie_title,wikiBookTitle,wikiBookAuthor,wikiBookMatch,goodreadsentrytitle,goodreadsentryauthor,goodreads_rating,goodreads_numratings,wmrank,Worldwide Lifetime Gross,Domestic Lifetime Gross,Domestic %,Foreign Lifetime Gross,Foreign %,Year,...1.y,x,release_date,movie,production_budget,domestic_gross,worldwide_gross,source_offset,movie_match
263,"Away All Boats (1953), Kenneth M. Dodson",Away All Boats (1956),Away All Boats,1956,"Away All Boats,1956",tt0048971,Away All Boats,Away All Boats,0,1956,114,"Drama,War",6.2,1779,Away All Boats,Away All Boats,Kenneth M. Dodson,"Away All Boats,Kenneth M. Dodson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
264,"An Awfully Big Adventure (1989), Beryl Bainbridge",An Awfully Big Adventure (1995),An Awfully Big Adventure,1995,"An Awfully Big Adventure,1995",tt0112427,An Awfully Big Adventure,An Awfully Big Adventure,0,1995,112,"Comedy,Drama,Romance",5.8,3180,An Awfully Big Adventure,An Awfully Big Adventure,Beryl Bainbridge,"An Awfully Big Adventure,Beryl Bainbridge",An Awfully Big Adventure,"[""Beryl Bainbridge""]",3.58,1252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265,"The Ax (1997), Donald E. Westlake",The Axe (French: Le couperet) (2005),The Axe,2005,"The Axe,2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Ax,Donald E. Westlake,"The Ax,Donald E. Westlake",The Ax,"[""Donald E. Westlake""]",3.92,2213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"Baby Love (1968), Tina Chad Christian",Baby Love (1968),Baby Love,1968,"Baby Love,1968",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Baby Love,Tina Chad Christian,"Baby Love,Tina Chad Christian",Baby Love,"[""Tina Chad Christian""]",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267,"Babylon Babies (1999), Maurice Georges Dantec",Babylon A.D. (2008),Babylon A.D.,2008,"Babylon A.D.,2008",tt0364970,Babylon A.D.,Babylon A.D.,0,2008,90,"Action,Adventure,Sci-Fi",5.5,100280,Babylon A.D.,Babylon Babies,Maurice Georges Dantec,"Babylon Babies,Maurice Georges Dantec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1578,1578,"Aug 29, 2008",Babylon A.D.,45000000,22532572,"$70,216,497",1501,"Babylon A.D.,2008"
268,"Back Street (1931), Fannie Hurst",Back Street (1932),Back Street,1932,"Back Street,1932",tt0022651,Back Street,Back Street,0,1932,93,"Drama,Mystery,Romance",7,1223,Back Street,Back Street,Fannie Hurst,"Back Street,Fannie Hurst",Back Street,"[""Fannie Hurst""]",3.63,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,"Back Street (1931), Fannie Hurst",Back Street (1941),Back Street,1941,"Back Street,1941",tt0033365,Back Street,Back Street,0,1941,89,"Drama,Romance",6.7,730,Back Street,Back Street,Fannie Hurst,"Back Street,Fannie Hurst",Back Street,"[""Fannie Hurst""]",3.63,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270,"Back Street (1931), Fannie Hurst",Back Street (1961),Back Street,1961,"Back Street,1961",tt0054653,Back Street,Back Street,0,1961,107,"Drama,Romance",6.6,1394,Back Street,Back Street,Fannie Hurst,"Back Street,Fannie Hurst",Back Street,"[""Fannie Hurst""]",3.63,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271,"Back When We Were Grownups (2001), Anne Tyler",Back When We Were Grownups (2004),Back When We Were Grownups,2004,"Back When We Were Grownups,2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Back When We Were Grownups,Anne Tyler,"Back When We Were Grownups,Anne Tyler",Back When We Were Grownups,"[""Anne Tyler""]",3.55,21163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272,"Background to Danger (1937) (a. k. a. Uncommon Danger), Eric Ambler",Background to Danger (1943),Background to Danger,1943,"Background to Danger,1943",tt0035659,Background to Danger,Background to Danger,0,1943,80,"Drama,Thriller,War",6.4,1758,Background to Danger,Background to Danger,Eric Ambler,"Background to Danger,Eric Ambler",Background to Danger,"[""Eric Ambler""]",3.93,1435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273,"Bad Girl (1928), Viña Delmar",Bad Girl (1931),Bad Girl,1931,"Bad Girl,1931",tt0021635,Bad Girl,Bad Girl,0,1931,90,"Drama,Romance",6.4,1793,Bad Girl,Bad Girl,Viña Delmar,"Bad Girl,Viña Delmar",Bad Girl,"[""Viña Delmar""]",3.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,"The Bad Seed (1954), William March",The Bad Seed (1956),The Bad Seed,1956,"The Bad Seed,1956",tt0048977,The Bad Seed,The Bad Seed,0,1956,129,"Drama,Horror,Thriller",7.4,17307,The Bad Seed,The Bad Seed,William March,"The Bad Seed,William March",The Bad Seed,"[""William March""]",4.02,18810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,"The Bad Seed (1954), William March",The Bad Seed (1985)[N 1],The Bad Seed,1985,"The Bad Seed,1985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Bad Seed,William March,"The Bad Seed,William March",The Bad Seed,"[""William March""]",4.02,18810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,"The Bad Seed (1954), William March",The Bad Seed (2018)[N 1],The Bad Seed,2018,"The Bad Seed,2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Bad Seed,William March,"The Bad Seed,William March",The Bad Seed,"[""William March""]",4.02,18810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
277,"Baise-moi (1993), Virginie Despentes",Baise-moi (2000),Baise-moi,2000,"Baise-moi,2000",tt0249380,Baise-moi,Baise-moi,0,2000,77,"Crime,Drama,Thriller",4.5,19258,Baise-moi,Baise-moi,Virginie Despentes,"Baise-moi,Virginie Despentes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
278,"The Bait (1968), Dorothy Uhnak",The Bait (1973)[N 1],The Bait,1973,"The Bait,1973",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Bait,Dorothy Uhnak,"The Bait,Dorothy Uhnak",The Bait,"[""Dorothy Uhnak""]",3.6,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279,"The Ballad of Cat Ballou (1956), Roy Chanslor",Cat Ballou (1965),Cat Ballou,1965,"Cat Ballou,1965",tt0059017,Cat Ballou,Cat Ballou,0,1965,97,"Comedy,Western",6.7,17146,Cat Ballou,The Ballad of Cat Ballou,Roy Chanslor,"The Ballad of Cat Ballou,Roy Chanslor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280,"The Ballad of the Flim-Flam Man (1965), Guy Owen",The Flim-Flam Man (1967),The Flim-Flam Man,1967,"The Flim-Flam Man,1967",tt0061678,The Flim-Flam Man,The Flim-Flam Man,0,1967,104,"Action,Comedy,Crime",6.8,2699,The Flim-Flam Man,The Ballad of the Flim-Flam Man,Guy Owen,"The Ballad of the Flim-Flam Man,Guy Owen",The Ballad of the Flim-Flam Man,"[""Guy Owen""]",3.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
281,"The Ballad of the Flim-Flam Man (1965), Guy Owen",The Flim-Flam Man (1969)[N 1],The Flim-Flam Man,1969,"The Flim-Flam Man,1969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Ballad of the Flim-Flam Man,Guy Owen,"The Ballad of the Flim-Flam Man,Guy Owen",The Ballad of the Flim-Flam Man,"[""Guy Owen""]",3.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,"The Ballad of the Running Man (1961), Shelley Smith",The Running Man (1963),The Running Man,1963,"The Running Man,1963",tt0057463,The Running Man,The Running Man,0,1963,103,"Crime,Drama,Thriller",6.5,2145,The Running Man,The Ballad of the Running Man,Shelley Smith,"The Ballad of the Running Man,Shelley Smith",The Ballad of the Running Man,"[""Shelley Smith""]",4.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
283,"Balzac and the Little Chinese Seamstress (French: Balzac et la petite tailleuse chinoise) (2000), Dai Sijie",Balzac and the Little Chinese Seamstress (2002),Balzac and the Little Chinese Seamstress,2002,"Balzac and the Little Chinese Seamstress,2002",tt0291032,Balzac and the Little Chinese Seamstress,Xiao cai feng,0,2002,110,"Biography,Drama,Romance",7.2,4671,Xiao cai feng,Balzac and the Little Chinese Seamstress,Dai Sijie,"Balzac and the Little Chinese Seamstress,Dai Sijie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
284,"Band of Angels (1955), Robert Penn Warren",Band of Angels (1957),Band of Angels,1957,"Band of Angels,1957",tt0050166,Band of Angels,Band of Angels,0,1957,125,"Drama,Western",6.5,2775,Band of Angels,Band of Angels,Robert Penn Warren,"Band of Angels,Robert Penn Warren",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
285,"The Bandits of Bombay (Bengali: বোম্বাইয়ের বোম্বেটে, Bombaiyer Bombete) (1976), Satyajit Ray",Bombaiyer Bombete (2003),Bombaiyer Bombete,2003,"Bombaiyer Bombete,2003",tt0457805,Bombaiyer Bombete,Bombaiyer Bombete,0,2003,100,"Adventure,Crime,Family",7.2,929,Bombaiyer Bombete,The Bandits of Bombay,Satyajit Ray,"The Bandits of Bombay,Satyajit Ray",The Bandits of Bombay,"[""Satyajit Ray""]",4.12,1007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
286,"Bank Shot (1972), Donald E. Westlake",Bank Shot (1974),Bank Shot,1974,"Bank Shot,1974",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bank Shot,Donald E. Westlake,"Bank Shot,Donald E. Westlake",Bank Shot,"[""Donald E. Westlake""]",4.03,3428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
287,"Banner in the Sky (1900), James Ramsey Ullman",Third Man on the Mountain (1959),Third Man on the Mountain,1959,"Third Man on the Mountain,1959",tt0053352,Third Man on the Mountain,Third Man on the Mountain,0,1959,107,"Adventure,Drama,Family",7,1384,Third Man on the Mountain,Banner in the Sky,James Ramsey Ullman,"Banner in the Sky,James Ramsey Ullman",Banner in the Sky,"[""James Ramsey Ullman""]",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
288,"The Barefoot Mailman (1943), Theodore Pratt",The Barefoot Mailman (1951),The Barefoot Mailman,1951,"The Barefoot Mailman,1951",tt0043319,The Barefoot Mailman,The Barefoot Mailman,0,1951,83,"Adventure,Comedy",5.9,146,The Barefoot Mailman,The Barefoot Mailman,Theodore Pratt,"The Barefoot Mailman,Theodore Pratt",The Barefoot Mailman,"[""Theodore Pratt""]",3.92,295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
289,"Basil of Baker Street (1958), Eve Titus",The Great Mouse Detective (1986),The Great Mouse Detective,1986,"The Great Mouse Detective,1986",tt0091149,The Great Mouse Detective,The Great Mouse Detective,0,1986,74,"Adventure,Animation,Family",7.1,57680,The Great Mouse Detective,Basil of Baker Street,Eve Titus,"Basil of Baker Street,Eve Titus",Basil of Baker Street,"[""Eve Titus""]",3.92,2490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290,"Bastard Out of Carolina (1992), Dorothy Allison",Bastard Out of Carolina (1996),Bastard Out of Carolina,1996,"Bastard Out of Carolina,1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bastard Out of Carolina,Dorothy Allison,"Bastard Out of Carolina,Dorothy Allison",Bastard Out of Carolina,"[""Dorothy Allison""]",4.13,44989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
291,"Battle Cry (1953), Leon Uris",Battle Cry (1955),Battle Cry,1955,"Battle Cry,1955",tt0047860,Battle Cry,Battle Cry,0,1955,149,"Drama,Romance,War",6.4,2792,Battle Cry,Battle Cry,Leon Uris,"Battle Cry,Leon Uris",Battle Cry,"[""Leon Uris""]",4.16,9812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
292,"The Battle of the Villa Fiorita (1963), Rumer Godden",The Battle of the Villa Fiorita (1965),The Battle of the Villa Fiorita,1965,"The Battle of the Villa Fiorita,1965",tt0058949,The Battle of the Villa Fiorita,The Battle of the Villa Fiorita,0,1965,111,"Drama,Romance",5.7,355,The Battle of the Villa Fiorita,The Battle of the Villa Fiorita,Rumer Godden,"The Battle of the Villa Fiorita,Rumer Godden",The Battle of the Villa Fiorita,"[""Rumer Godden""]",3.91,734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293,"Battle Royale (バトル・ロワイアル, Batoru Rowaiaru) (1999), Koushun Takami",Battle Royale (2000),Battle Royale,2000,"Battle Royale,2000",tt0266308,Battle Royale,Batoru Rowaiaru,0,2000,114,"Action,Drama,Thriller",7.5,203537,Batoru Rowaiaru,Battle Royale,Koushun Takami,"Battle Royale,Koushun Takami",Battle Royale,"[""Koushun Takami""]",4.26,76733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
294,"Battle Royale (バトル・ロワイアル, Batoru Rowaiaru) (1999), Koushun Takami","Battle Royale II: Requiem (バトル・ロワイアルII 鎮魂歌, Batoru Rowaiaru Tsū: ""Rekuiemu"") (2003)",Battle Royale II: Requiem,2003,"Battle Royale II: Requiem,2003",tt0338763,Battle Royale II: Requiem,Batoru rowaiaru II: Rekuiemu,0,2003,133,"Action,Drama,Thriller",4.6,22114,Batoru rowaiaru II: Rekuiemu,Battle Royale,Koushun Takami,"Battle Royale,Koushun Takami",Battle Royale,"[""Koushun Takami""]",4.26,76733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
295,"Battlefield Earth (1982), L. Ron Hubbard",Battlefield Earth (2000),Battlefield Earth,2000,"Battlefield Earth,2000",tt0185183,Battlefield Earth,Battlefield Earth,0,2000,117,"Action,Adventure,Sci-Fi",2.5,85152,Battlefield Earth,Battlefield Earth,L. Ron Hubbard,"Battlefield Earth,L. Ron Hubbard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
296,"Be Cool (1999), Elmore Leonard",Be Cool (2005),Be Cool,2005,"Be Cool,2005",tt0377471,Be Cool,Be Cool,0,2005,118,"Comedy,Crime,Music",5.6,74258,Be Cool,Be Cool,Elmore Leonard,"Be Cool,Elmore Leonard",Be Cool,"[""Elmore Leonard""]",3.53,6956,NA,NA,NA,NA,NA,NA,NA,838,838,"Mar 4, 2005",Be Cool,75000000,55849401,"$94,944,017",801,"Be Cool,2005"
297,"Be Ready with Bells and Drums (1961), Elizabeth Kata",A Patch of Blue (1965),A Patch of Blue,1965,"A Patch of Blue,1965",tt0059573,A Patch of Blue,A Patch of Blue,0,1965,105,"Drama,Romance",8,10073,A Patch of Blue,Be Ready with Bells and Drums,Elizabeth Kata,"Be Ready with Bells and Drums,Elizabeth Kata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298,"Be Still, My Love (1947), June Truesdell",The Accused (1949),The Accused,1949,"The Accused,1949",tt0040071,The Accused,The Accused,0,1949,101,"Drama,Film-Noir,Romance",6.8,1200,The Accused,"Be Still, My Love",June Truesdell,"Be Still, My Love,June Truesdell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299,"The Beach (1996), Alex Garland",The Beach (2000),The Beach,2000,"The Beach,2000",tt0163978,The Beach,The Beach,0,2000,119,"Adventure,Drama,Romance",6.6,264657,The Beach,The Beach,Alex Garland,"The Beach,Alex Garland",The Beach,"[""Alex Garland""]",3.97,88401,NA,NA,NA,NA,NA,NA,NA,1401,1401,"Feb 11, 2000",The Beach,50000000,39778599,"$39,778,599",1401,"The Beach,2000"
299,"The Beach (1996), Alex Garland",The Beach (2000),The Beach,2000,"The Beach,2000",tt0326506,The Beach,The Beach,0,2000,\N,Documentary,7.5,24,The Beach,The Beach,Alex Garland,"The Beach,Alex Garland",The Beach,"[""Alex Garland""]",3.97,88401,NA,NA,NA,NA,NA,NA,NA,1401,1401,"Feb 11, 2000",The Beach,50000000,39778599,"$39,778,599",1401,"The Beach,2000"
300,"Beaches (1985), Iris Rainer Dart",Beaches (1988),Beaches,1988,"Beaches,1988",tt0094715,Beaches,Beaches,0,1988,123,"Comedy,Drama,Music",7,30327,Beaches,Beaches,Iris Rainer Dart,"Beaches,Iris Rainer Dart",Beaches,"[""Iris Rainer Dart""]",4.15,14942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301,"The Beardless Warriors (1960), Richard Matheson",The Young Warriors (1967),The Young Warriors,1967,"The Young Warriors,1967",tt0062516,The Young Warriors,The Young Warriors,0,1967,93,"Drama,War",5.6,183,The Young Warriors,The Beardless Warriors,Richard Matheson,"The Beardless Warriors,Richard Matheson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302,"Beast (1991), Peter Benchley",The Beast (1996)[N 1],The Beast,1996,"The Beast,1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Beast,Peter Benchley,"Beast,Peter Benchley",Beast,"[""Peter Benchley""]",3.64,5027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303,"The Beast in Man (French: La Bête humaine) (1890), Émile Zola",Die Bestie im Menschen (1921),Die Bestie im Menschen,1921,"Die Bestie im Menschen,1921",tt0211241,Die Bestie im Menschen,Die Bestie im Menschen,0,1921,45,Drama,NA,NA,Die Bestie im Menschen,The Beast in Man,Émile Zola,"The Beast in Man,Émile Zola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304,"The Beast in Man (French: La Bête humaine) (1890), Émile Zola",La Bête Humaine (1938),La Bête Humaine,1938,"La Bête Humaine,1938",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Beast in Man,Émile Zola,"The Beast in Man,Émile Zola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
305,"The Beast in Man (French: La Bête humaine) (1890), Émile Zola",Human Desire (1954),Human Desire,1954,"Human Desire,1954",tt0047101,Human Desire,Human Desire,0,1954,91,"Drama,Film-Noir,Romance",7.1,7109,Human Desire,The Beast in Man,Émile Zola,"The Beast in Man,Émile Zola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
