"","rank","release_group","worldwide","domestic","percent","foreign","percent_2","year"
"362",65,"Wolfen","$10,626,725","$10,626,725","100%","-","-",1981
"363",66,"Carbon Copy","$9,566,593","$9,566,593","100%","-","-",1981
"364",67,"Pennies from Heaven","$9,171,289","$9,171,289","100%","-","-",1981
"365",68,"Deadly Blessing","$8,279,042","$8,279,042","100%","-","-",1981
"366",69,"Whose Life Is It Anyway?","$8,206,145","$8,206,145","100%","-","-",1981
"367",70,"Prince of the City","$8,124,257","$8,124,257","100%","-","-",1981
"368",71,"The Funhouse","$7,886,857","$7,886,857","100%","-","-",1981
"369",72,"Buddy Buddy","$7,258,543","$7,258,543","100%","-","-",1981
"370",73,"La Cage aux Folles II","$6,950,125","$6,950,125","100%","-","-",1981
"371",74,"...All the Marbles","$6,468,195","$6,468,195","100%","-","-",1981
"372",75,"Eyewitness","$6,400,000","$6,400,000","100%","-","-",1981
"373",76,"Gallipoli","$5,735,824","$5,732,587","99.9%","-","-",1981
"374",77,"My Bloody Valentine","$5,673,343","$5,672,031","100%","-","-",1981
"375",78,"Going Ape!","$5,504,218","$5,504,218","100%","-","-",1981
"376",79,"The Dogs of War","$5,484,132","$5,484,132","100%","-","-",1981
"377",80,"Student Bodies","$5,165,432","$5,165,432","100%","-","-",1981
"378",81,"The Watcher in the Woods","$5,000,000","$5,000,000","100%","-","-",1981
"379",82,"All Night Long","$4,454,295","$4,454,295","100%","-","-",1981
"380",83,"The Pursuit of D.B. Cooper","$3,702,028","$3,702,028","100%","-","-",1981
"381",84,"Zoot Suit","$3,256,082","$3,256,082","100%","-","-",1981
"382",85,"The Fan","$3,082,096","$3,082,096","100%","-","-",1981
"383",86,"The Last Metro","$3,007,436","$3,007,436","100%","-","-",1981
"384",87,"Gas","$2,869,425","$2,869,425","100%","-","-",1981
"385",88,"Modern Romance","$2,863,642","$2,863,642","100%","-","-",1981
"386",89,"The Hand","$2,447,576","$2,447,576","100%","-","-",1981
"387",90,"Heartbeeps","$2,154,696","$2,154,696","100%","-","-",1981
"388",91,"This Is Elvis","$2,028,612","$2,028,612","100%","-","-",1981
"389",92,"Sphinx","$2,022,771","$2,022,771","100%","-","-",1981
"390",93,"Honky Tonk Freeway","$2,004,742","$2,004,742","100%","-","-",1981
"391",94,"Raggedy Man","$1,976,198","$1,976,198","100%","-","-",1981
"392",95,"King of the Mountain","$1,791,147","$1,791,147","100%","-","-",1981
"393",96,"Cutter's Way","$1,729,274","$1,729,274","100%","-","-",1981
"394",97,"Silence of the North","$1,622,898","$1,622,898","100%","-","-",1981
"395",98,"From Mao to Mozart: Isaac Stern in China","$1,205,934","$1,205,934","100%","-","-",1981
"396",99,"Night School","$1,169,875","$1,169,875","100%","-","-",1981
"397",100,"Eyes of a Stranger","$1,118,634","$1,118,634","100%","-","-",1981
"398",101,"Herbie Goes Bananas 1981 Re-release","$1,000,000","$1,000,000","100%","-","-",1981
"399",102,"Herbie Goes to Monte Carlo 1981 Re-release","$1,000,000","$1,000,000","100%","-","-",1981
"400",103,"Sunday Lovers","$621,931","$621,931","100%","-","-",1981
"401",104,"Beyond the Reef","$549,931","$547,525","99.6%","$2,406","0.4%",1981
"402",105,"Cattle Annie and Little Britches","$534,816","$534,816","100%","-","-",1981
"403",106,"Hard Country","$534,653","$534,653","100%","-","-",1981
"404",107,"Man of Iron","$492,035","$492,035","100%","-","-",1981
"405",108,"Kelly","$469,777","$469,777","100%","-","-",1981
"406",109,"Freaky Friday 1981 Re-release","$300,000","$300,000","100%","-","-",1981
"407",110,"The Sea Wolves","$220,181","$220,181","100%","-","-",1981
"408",111,"Second-Hand Hearts","$19,450","$19,450","100%","-","-",1981
"409",112,"Glen or Glenda 1981 Re-release","$10,158","$10,158","100%","-","-",1981
"410",113,"Polyester","$4,214","-","-","-","-",1981
"411",114,"Swiss Family Robinson 1981 Re-release","$2,458","-","-","$2,458","100%",1981
"412",115,"That Obscure Object of Desire","$918","-","-","$918","100%",1981
"413",116,"Dissolute Wife","$785","-","-","$785","100%",1981
"414",1,"E.T. the Extra-Terrestrial","$359,305,731","$359,197,037","100%","$102,303","<0.1%",1982
"415",2,"Tootsie","$177,200,000","$177,200,000","100%","-","-",1982
"416",3,"An Officer and a Gentleman","$129,795,554","$129,795,554","100%","-","-",1982
"417",4,"Rocky III","$124,146,897","$124,146,897","100%","-","-",1982
"418",5,"Porky's","$105,492,483","$105,492,483","100%","-","-",1982
"419",6,"Star Trek II: The Wrath of Khan","$78,913,882","$78,912,963","100%","-","-",1982
"420",7,"48 Hrs.","$78,868,508","$78,868,508","100%","-","-",1982
"421",8,"Poltergeist","$76,607,421","$76,606,280","100%","-","-",1982
"422",9,"The Best Little Whorehouse in Texas","$69,702,172","$69,701,637","100%","-","-",1982
"423",10,"Annie","$61,038,097","$57,059,003","93.5%","$3,979,094","6.5%",1982
"424",11,"The Verdict","$53,977,250","$53,977,250","100%","-","-",1982
"425",12,"Gandhi","$52,768,419","$52,767,889","100%","-","-",1982
"426",13,"First Blood","$47,212,904","$47,212,904","100%","-","-",1982
"427",14,"The Toy","$47,118,057","$47,118,057","100%","-","-",1982
"428",15,"Firefox","$46,708,276","$46,708,276","100%","-","-",1982
"429",16,"The Dark Crystal","$43,570,371","$40,577,001","93.1%","$2,992,898","6.9%",1982
"430",17,"Conan the Barbarian","$39,566,761","$39,565,475","100%","-","-",1982
"431",18,"The Sword and the Sorcerer","$39,103,425","$39,103,425","100%","-","-",1982
"432",19,"Best Friends","$36,821,203","$36,821,203","100%","-","-",1982
"433",20,"Richard Pryor: Live on the Sunset Strip","$36,299,720","$36,299,720","100%","-","-",1982
"434",21,"Friday the 13th: Part 3","$34,584,287","$34,581,519","100%","-","-",1982
"435",22,"Tron","$33,001,374","$33,000,000","100%","-","-",1982
"436",23,"Young Doctors in Love","$30,688,860","$30,688,860","100%","-","-",1982
"437",24,"Sophie's Choice","$30,036,166","$30,036,000","100%","$166","<0.1%",1982
"438",25,"The World According to Garp","$29,712,172","$29,712,172","100%","-","-",1982
"439",26,"Victor/Victoria","$28,215,847","$28,215,453","100%","-","-",1982
"440",27,"Blade Runner","$27,619,985","$27,580,111","99.9%","-","-",1982
"441",28,"Airplane II: The Sequel","$27,150,534","$27,150,534","100%","-","-",1982
"442",29,"Fast Times at Ridgemont High","$27,092,880","$27,092,880","100%","-","-",1982
"443",30,"Some Kind of Hero","$23,671,186","$23,671,186","100%","-","-",1982
"444",31,"The Road Warrior","$23,669,526","$23,667,907","100%","-","-",1982
"445",32,"Bambi 1982 Re-release","$23,000,000","$23,000,000","100%","-","-",1982
"446",33,"Pink Floyd: The Wall","$22,249,256","$22,244,207","100%","-","-",1982
"447",34,"Raiders of the Lost Ark 1982 Re-release","$21,437,879","$21,437,879","100%","-","-",1982
"448",35,"Things Are Tough All Over","$21,134,374","$21,134,374","100%","-","-",1982
"449",36,"Night Shift","$21,095,638","$21,095,638","100%","-","-",1982
"450",37,"Creepshow","$21,031,312","$21,028,755","100%","-","-",1982
"451",38,"Quest for Fire","$20,959,585","$20,959,585","100%","-","-",1982
"452",39,"The Thing","$20,827,793","$20,063,820","96.3%","$745,158","3.6%",1982
"453",40,"The Man from Snowy River","$20,661,099","$20,659,423","100%","-","-",1982
"454",41,"Six Pack","$20,225,989","$20,225,989","100%","-","-",1982
"455",42,"My Favorite Year","$20,123,620","$20,123,620","100%","-","-",1982
"456",43,"Deathtrap","$19,282,134","$19,282,134","100%","-","-",1982
"457",44,"Dead Men Don't Wear Plaid","$18,196,170","$18,196,170","100%","-","-",1982
"458",45,"Peter Pan 1982 Re-release","$17,200,000","$17,200,000","100%","-","-",1982
"459",46,"Zapped!","$16,897,768","$16,897,768","100%","-","-",1982
"460",47,"They Call Me Bruce","$16,894,678","$16,894,678","100%","-","-",1982
"461",48,"Death Wish II","$16,100,000","$16,100,000","100%","-","-",1982
"462",49,"Kiss Me Goodbye","$15,782,759","$15,782,759","100%","-","-",1982
"463",50,"Star Wars: Episode IV - A New Hope 1982 Re-release","$15,476,785","$15,476,785","100%","-","-",1982
"464",51,"Grease 2","$15,171,476","$15,171,476","100%","-","-",1982
"465",52,"The Secret of NIMH","$14,665,733","$14,665,733","100%","-","-",1982
"466",53,"Halloween III: Season of the Witch","$14,400,000","$14,400,000","100%","-","-",1982
"467",54,"Diner","$14,099,953","$14,099,953","100%","-","-",1982
"468",55,"The Beastmaster","$14,056,528","$14,056,528","100%","-","-",1982
"469",56,"Missing","$14,000,000","$14,000,000","100%","-","-",1982
"470",57,"Star Wars: Episode V - The Empire Strikes Back 1982 Re-release","$13,276,241","$13,276,241","100%","-","-",1982
"471",58,"Visiting Hours","$13,258,670","$13,258,670","100%","-","-",1982
"472",59,"Vice Squad","$13,253,583","$13,253,583","100%","-","-",1982
"473",60,"Author! Author!","$13,111,101","$13,111,101","100%","-","-",1982
"474",61,"Amityville II: The Possession","$12,534,817","$12,534,817","100%","-","-",1982
"475",62,"Monsignor","$12,408,066","$12,408,066","100%","-","-",1982
"476",63,"Making Love","$11,897,978","$11,897,978","100%","-","-",1982
"477",64,"The Seduction","$11,378,339","$11,378,339","100%","-","-",1982
"478",65,"Das Boot","$10,916,352","$10,915,250","100%","-","-",1982
"479",66,"Silent Rage","$10,490,791","$10,490,791","100%","-","-",1982
"480",67,"Savannah Smiles","$10,413,170","$10,413,170","100%","-","-",1982
"481",68,"Class Reunion","$10,054,150","$10,054,150","100%","-","-",1982
"482",69,"Hanky Panky","$9,823,934","$9,823,934","100%","-","-",1982
"483",70,"Shoot the Moon","$9,217,530","$9,217,530","100%","-","-",1982
"484",71,"A Midsummer Night's Sex Comedy","$9,077,269","$9,077,269","100%","-","-",1982
"485",72,"Trail of the Pink Panther","$9,056,073","$9,056,073","100%","-","-",1982
"486",73,"If You Could See What I Hear","$8,693,512","$8,693,512","100%","-","-",1982
"487",74,"Night Crossing","$8,000,000","$8,000,000","100%","-","-",1982
"488",75,"The Pirate Movie","$7,983,086","$7,983,086","100%","-","-",1982
"489",76,"The Beast Within","$7,742,572","$7,742,572","100%","-","-",1982
"490",77,"Tex","$7,400,000","$7,400,000","100%","-","-",1982
"491",78,"The Missionary","$7,241,180","$7,241,180","100%","-","-",1982
"492",79,"Cat People","$7,000,000","$7,000,000","100%","-","-",1982
"493",80,"I Ought to Be in Pictures","$6,968,359","$6,968,359","100%","-","-",1982
"494",81,"The Amateur","$6,892,098","$6,892,098","100%","-","-",1982
"495",82,"Six Weeks","$6,668,025","$6,668,025","100%","-","-",1982
"496",83,"Forced Vengeance","$6,660,333","$6,660,333","100%","-","-",1982
"497",84,"The Last Unicorn","$6,457,117","$6,455,330","100%","-","-",1982
"498",85,"The Soldier","$6,328,816","$6,328,816","100%","-","-",1982
"499",86,"The Border","$6,118,683","$6,118,683","100%","-","-",1982
"500",87,"Evil Under the Sun","$6,110,622","$6,110,000","100%","-","-",1982
"501",88,"Partners","$6,062,898","$6,062,898","100%","-","-",1982
"502",89,"Still of the Night","$5,979,947","$5,979,947","100%","-","-",1982
"503",90,"The Last American Virgin","$5,829,781","$5,829,781","100%","-","-",1982
"504",91,"Megaforce","$5,675,599","$5,675,599","100%","-","-",1982
"505",92,"Personal Best","$5,672,311","$5,672,311","100%","-","-",1982
"506",93,"Paradise","$5,588,800","$5,588,800","100%","-","-",1982
"507",94,"Cannery Row","$5,301,539","$5,301,539","100%","-","-",1982
"508",95,"Venom","$5,229,643","$5,229,643","100%","-","-",1982
"509",96,"Inchon","$5,200,986","$5,200,986","100%","-","-",1982
"510",97,"Heidi's Song","$5,124,391","$5,124,391","100%","-","-",1982
"511",98,"Tempest","$5,005,245","$5,005,245","100%","-","-",1982
"512",99,"Summer Lovers","$4,968,000","$4,968,000","100%","-","-",1982
"513",100,"Honkytonk Man","$4,484,991","$4,484,991","100%","-","-",1982
"514",101,"Jekyll and Hyde... Together Again","$3,792,188","$3,792,188","100%","-","-",1982
"515",102,"Wrong Is Right","$3,583,513","$3,583,513","100%","-","-",1982
"516",103,"Fighting Back","$3,355,948","$3,355,948","100%","-","-",1982
"517",104,"Penitentiary II","$3,178,542","$3,178,542","100%","-","-",1982
"518",105,"The Challenge","$2,977,706","$2,977,706","100%","-","-",1982
"519",106,"Homework","$2,914,328","$2,914,328","100%","-","-",1982
"520",107,"Jinxed!","$2,869,638","$2,869,638","100%","-","-",1982
"521",108,"It Came from Hollywood","$2,573,342","$2,573,342","100%","-","-",1982
"522",109,"A Stranger Is Watching","$2,519,559","$2,519,559","100%","-","-",1982
"523",110,"A Little Sex","$2,370,376","$2,370,376","100%","-","-",1982
"524",111,"Yes, Giorgio","$2,279,543","$2,279,543","100%","-","-",1982
"525",112,"Barbarosa","$1,736,123","$1,736,123","100%","-","-",1982
"526",113,"I, the Jury","$1,515,578","$1,515,578","100%","-","-",1982
"527",114,"Endangered Species","$1,474,249","$1,474,249","100%","-","-",1982
"528",115,"The Sender","$1,054,328","$1,054,328","100%","-","-",1982
"529",116,"Lookin' to Get Out","$946,461","$946,461","100%","-","-",1982
"530",117,"Come Back to the 5 & Dime Jimmy Dean, Jimmy Dean","$842,145","$840,958","99.9%","-","-",1982
"531",118,"The House Where Evil Dwells","$667,863","$667,863","100%","-","-",1982
"532",119,"One from the Heart","$659,017","$636,796","96.6%","$21,662","3.3%",1982
"533",120,"The Weavers: Wasn't That a Time","$524,203","$524,203","100%","-","-",1982
"534",121,"Monty Python Live at the Hollywood Bowl","$327,958","$327,958","100%","-","-",1982
"535",122,"I'm Dancing as Fast as I Can","$291,390","$291,390","100%","-","-",1982
"536",123,"Split Image","$263,635","$263,635","100%","-","-",1982
"537",124,"Five Days One Summer","$199,078","$199,078","100%","-","-",1982
"538",125,"The Escape Artist","$143,369","$143,369","100%","-","-",1982
"539",126,"Bugs Bunny's 3rd Movie: 1001 Rabbit Tales","$78,350","$78,350","100%","-","-",1982
"540",127,"Movie Madness","$63,405","$63,405","100%","-","-",1982
"541",128,"White Dog","$46,509","$46,509","100%","-","-",1982
"542",129,"Hammett","$42,914","$42,914","100%","-","-",1982
"543",130,"Ladies and Gentlemen, the Fabulous Stains","$25,728","$25,728","100%","-","-",1982
"544",131,"Love & Money","$14,009","$14,009","100%","-","-",1982
"545",132,"Parasite","$2,270","-","-","$2,270","100%",1982
"546",1,"Star Wars: Episode VI - Return of the Jedi","$252,601,637","$252,583,617","100%","$18,020","<0.1%",1983
"547",2,"Terms of Endearment","$108,423,489","$108,423,489","100%","-","-",1983
"548",3,"Flashdance","$92,921,203","$92,921,203","100%","-","-",1983
"549",4,"Trading Places","$90,404,800","$90,404,800","100%","-","-",1983
"550",5,"Superman III","$80,250,623","$59,950,623","74.7%","$20,300,000","25.3%",1983
"551",6,"WarGames","$79,567,667","$79,567,667","100%","-","-",1983
"552",7,"Octopussy","$67,917,359","$67,893,619","100%","$23,475","<0.1%",1983
"553",8,"Sudden Impact","$67,642,693","$67,642,693","100%","-","-",1983
"554",9,"Staying Alive","$64,893,329","$64,892,670","100%","-","-",1983
"555",10,"Mr. Mom","$64,783,827","$64,783,827","100%","-","-",1983
"556",11,"Risky Business","$63,541,777","$63,541,777","100%","-","-",1983
"557",12,"National Lampoon's Vacation","$61,399,851","$61,399,552","100%","-","-",1983
"558",13,"The Big Chill","$56,342,768","$56,342,711","100%","-","-",1983
"559",14,"Never Say Never Again","$55,433,185","$55,432,841","100%","-","-",1983
"560",15,"Jaws 3-D","$45,517,055","$45,517,055","100%","-","-",1983
"561",16,"Scarface","$45,233,004","$45,227,398","100%","$501","<0.1%",1983
"562",17,"Blue Thunder","$42,313,354","$42,313,354","100%","-","-",1983
"563",18,"Yentl","$40,219,251","$40,218,899","100%","-","-",1983
"564",19,"Silkwood","$35,616,970","$35,615,609","100%","-","-",1983
"565",20,"Psycho II","$34,725,614","$34,725,000","100%","-","-",1983
"566",21,"Porky's II: The Next Day","$33,759,266","$33,759,266","100%","-","-",1983
"567",22,"Uncommon Valor","$30,503,151","$30,503,151","100%","-","-",1983
"568",23,"Snow White and the Seven Dwarfs 1983 Re-release","$30,100,000","$30,100,000","100%","-","-",1983
"569",24,"Never Cry Wolf","$29,600,000","$29,600,000","100%","-","-",1983
"570",25,"Twilight Zone: The Movie","$29,450,919","$29,450,919","100%","-","-",1983
"571",26,"Easy Money","$29,309,766","$29,309,766","100%","-","-",1983
"572",27,"High Road to China","$28,445,927","$28,445,927","100%","-","-",1983
"573",28,"The Outsiders","$25,713,501","$25,697,647","99.9%","$15,854","<0.1%",1983
"574",29,"Spring Break","$24,071,666","$24,071,666","100%","-","-",1983
"575",30,"Two of a Kind","$23,646,952","$23,646,952","100%","-","-",1983
"576",31,"My Tutor","$22,587,834","$22,587,834","100%","-","-",1983
"577",32,"Class","$21,667,789","$21,667,789","100%","-","-",1983
"578",33,"The Right Stuff","$21,192,102","$21,192,102","100%","-","-",1983
"579",34,"Cujo","$21,156,152","$21,156,152","100%","-","-",1983
"580",35,"Christine","$21,019,920","$21,017,849","100%","-","-",1983
"581",36,"The Rescuers 1983 Re-release","$21,000,000","$21,000,000","100%","-","-",1983
"582",37,"The Dead Zone","$20,766,616","$20,766,616","100%","-","-",1983
"583",38,"Breathless","$19,910,002","$19,910,002","100%","-","-",1983
"584",39,"A Christmas Story","$19,295,114","$19,294,144","100%","-","-",1983
"585",40,"Max Dugan Returns","$17,613,720","$17,613,720","100%","-","-",1983
"586",41,"Valley Girl","$17,343,596","$17,343,596","100%","-","-",1983
"587",42,"All the Right Moves","$17,233,166","$17,233,166","100%","-","-",1983
"588",43,"Krull","$16,519,460","$16,519,460","100%","-","-",1983
"589",44,"Spacehunter: Adventures in the Forbidden Zone","$16,478,265","$16,478,265","100%","-","-",1983
"590",45,"Richard Pryor... Here and Now","$16,156,776","$16,156,776","100%","-","-",1983
